PRECISE MISSION TIME (min),Pvx,Pvy,Pvz,Ppx,Ppy,Ppz,Distance X,Distance Y,Distance Z,Total Distance
461.7864805,-1.068952567,-1.07850147,-0.733282113,-61862.66727,-13116.62523,-2079.196244,-1.06844,-1.07886,-0.73331,121522.1076
461.8031472,-1.069986276,-1.077785577,-0.733228345,-61863.73674,-13117.70337,-2079.929501,-1.06947,-1.07814,-0.733257,121523.794
461.8198139,-1.071019985,-1.077069685,-0.733174577,-61864.80724,-13118.7808,-2080.662699,-1.0705,-1.07743,-0.733198,121525.4805
461.8364805,-1.072053694,-1.076353792,-0.733120809,-61865.87878,-13119.85751,-2081.395849,-1.07154,-1.07671,-0.73315,121527.1672
461.8531472,-1.073087403,-1.075637899,-0.733067041,-61866.95135,-13120.93351,-2082.128944,-1.07257,-1.076,-0.733095,121528.8541
461.8698139,-1.074121112,-1.074922007,-0.733013273,-61868.02495,-13122.00879,-2082.861981,-1.0736,-1.07528,-0.733037,121530.5412
461.8864805,-1.075154821,-1.074206114,-0.732959505,-61869.09959,-13123.08335,-2083.594969,-1.07464,-1.07456,-0.732988,121532.2285
461.9031472,-1.07618853,-1.073490222,-0.732905737,-61870.17527,-13124.1572,-2084.327903,-1.07568,-1.07385,-0.732934,121533.9159
461.9198139,-1.077222239,-1.072774329,-0.732851969,-61871.25197,-13125.23033,-2085.060779,-1.0767,-1.07313,-0.732876,121535.6035
461.9364805,-1.078255949,-1.072058437,-0.732798201,-61872.32971,-13126.30275,-2085.793606,-1.07774,-1.07242,-0.732827,121537.2913
461.9531472,-1.079289658,-1.071342544,-0.732744433,-61873.40848,-13127.37445,-2086.526378,-1.07877,-1.0717,-0.732772,121538.9793
461.9698139,-1.080323367,-1.070626652,-0.732690665,-61874.48828,-13128.44543,-2087.259093,-1.0798,-1.07098,-0.732715,121540.6674
461.9864805,-1.081357076,-1.069910759,-0.732636897,-61875.56913,-13129.5157,-2087.991758,-1.08085,-1.07027,-0.732665,121542.3557
462.0031472,-1.082390785,-1.069194866,-0.732583129,-61876.651,-13130.58526,-2088.72437,-1.08187,-1.06956,-0.732612,121544.0443
462.0198139,-1.083424494,-1.068478974,-0.732529361,-61877.73391,-13131.65409,-2089.456923,-1.08291,-1.06883,-0.732553,121545.733
462.0364805,-1.084458203,-1.067763081,-0.732475593,-61878.81785,-13132.72221,-2090.189427,-1.08394,-1.06812,-0.732504,121547.4219
462.0531472,-1.085491912,-1.067047189,-0.732421825,-61879.90283,-13133.78962,-2090.921877,-1.08498,-1.06741,-0.73245,121549.111
462.0698139,-1.086525621,-1.066331296,-0.732368057,-61880.98883,-13134.85631,-2091.654269,-1.086,-1.06669,-0.732392,121550.8002
462.0864805,-1.08755933,-1.065615404,-0.732314289,-61882.07588,-13135.92228,-2092.386612,-1.08705,-1.06597,-0.732343,121552.4897
462.1031472,-1.088593039,-1.064899511,-0.732260521,-61883.16395,-13136.98754,-2093.118901,-1.08807,-1.06526,-0.732289,121554.1793
462.1198139,-1.089626748,-1.064183618,-0.732206753,-61884.25306,-13138.05208,-2093.851131,-1.08911,-1.06454,-0.73223,121555.8692
462.1364805,-1.090660458,-1.063467726,-0.732152985,-61885.34321,-13139.11591,-2094.583313,-1.09015,-1.06383,-0.732182,121557.5592
462.1531472,-1.091694167,-1.062751833,-0.732099217,-61886.43439,-13140.17902,-2095.31544,-1.09118,-1.06311,-0.732127,121559.2495
462.1698139,-1.092727876,-1.062035941,-0.732045449,-61887.52659,-13141.24141,-2096.04751,-1.0922,-1.06239,-0.73207,121560.9399
462.1864805,-1.093761585,-1.061320048,-0.731991681,-61888.61984,-13142.30309,-2096.77953,-1.09325,-1.06168,-0.73202,121562.6305
462.2031472,-1.094795294,-1.060604156,-0.731937913,-61889.71412,-13143.36405,-2097.511496,-1.09428,-1.06096,-0.731966,121564.3213
462.2198139,-1.095829003,-1.059888263,-0.731884145,-61890.80943,-13144.42429,-2098.243404,-1.09531,-1.06024,-0.731908,121566.0123
462.2364805,-1.096862712,-1.059172371,-0.731830377,-61891.90578,-13145.48383,-2098.975263,-1.09635,-1.05954,-0.731859,121567.7035
462.2531472,-1.097896421,-1.058456478,-0.731776609,-61893.00316,-13146.54264,-2099.707068,-1.09738,-1.05881,-0.731805,121569.395
462.2698139,-1.09893013,-1.057740585,-0.731722841,-61894.10157,-13147.60074,-2100.438815,-1.09841,-1.0581,-0.731747,121571.0866
462.2864805,-1.099963839,-1.057024693,-0.731669073,-61895.20102,-13148.65812,-2101.170512,-1.09945,-1.05738,-0.731697,121572.7784
462.3031472,-1.100997548,-1.0563088,-0.731615305,-61896.3015,-13149.71479,-2101.902156,-1.10048,-1.05667,-0.731644,121574.4704
462.3198139,-1.102031258,-1.055592908,-0.731561537,-61897.40301,-13150.77074,-2102.633741,-1.10151,-1.05595,-0.731585,121576.1626
462.3364805,-1.103064967,-1.054877015,-0.731507769,-61898.50556,-13151.82597,-2103.365277,-1.10255,-1.05523,-0.731536,121577.855
462.3531472,-1.104098676,-1.054161123,-0.731454001,-61899.60914,-13152.8805,-2104.09676,-1.10358,-1.05453,-0.731483,121579.5476
462.3698139,-1.105132385,-1.05344523,-0.731400233,-61900.71375,-13153.93429,-2104.828184,-1.10461,-1.05379,-0.731424,121581.2405
462.3864805,-1.106166094,-1.052729337,-0.731346465,-61901.81941,-13154.98738,-2105.559559,-1.10566,-1.05309,-0.731375,121582.9335
462.4031472,-1.107199803,-1.052013445,-0.731292697,-61902.92609,-13156.03976,-2106.29088,-1.10668,-1.05238,-0.731321,121584.6267
462.4198139,-1.108233512,-1.051297552,-0.731238929,-61904.0338,-13157.09141,-2107.022142,-1.10771,-1.05165,-0.731262,121586.3202
462.4364805,-1.109267221,-1.05058166,-0.731185161,-61905.14256,-13158.14235,-2107.753356,-1.10876,-1.05094,-0.731214,121588.0138
462.4531472,-1.11030093,-1.049865767,-0.731131393,-61906.25234,-13159.19258,-2108.484516,-1.10978,-1.05023,-0.73116,121589.7077
462.4698139,-1.111334639,-1.049149875,-0.731077625,-61907.36315,-13160.24208,-2109.215617,-1.11081,-1.0495,-0.731101,121591.4018
462.4864805,-1.112368348,-1.048433982,-0.731023857,-61908.47501,-13161.29087,-2109.94667,-1.11186,-1.04879,-0.731053,121593.0961
462.5031472,-1.113402057,-1.047718089,-0.730970089,-61909.5879,-13162.33895,-2110.677668,-1.11289,-1.04808,-0.730998,121594.7906
462.5198139,-1.114435767,-1.047002197,-0.730916321,-61910.70181,-13163.38631,-2111.408608,-1.11391,-1.04736,-0.73094,121596.4853
462.5364805,-1.115469476,-1.046286304,-0.730862553,-61911.81677,-13164.43295,-2112.139499,-1.11496,-1.04664,-0.730891,121598.1802
462.5531472,-1.116503185,-1.045570412,-0.730808785,-61912.93275,-13165.47888,-2112.870336,-1.11598,-1.04593,-0.730837,121599.8754
462.5698139,-1.117536894,-1.044854519,-0.730755017,-61914.04977,-13166.52409,-2113.601115,-1.11702,-1.04521,-0.730779,121601.5707
462.5864805,-1.118570603,-1.044138627,-0.730701249,-61915.16783,-13167.56859,-2114.331845,-1.11806,-1.0445,-0.73073,121603.2663
462.6031472,-1.119604312,-1.043422734,-0.730647481,-61916.28692,-13168.61237,-2115.062521,-1.11909,-1.04378,-0.730676,121604.9621
462.6198139,-1.120638021,-1.042706842,-0.730593713,-61917.40703,-13169.65543,-2115.793138,-1.12011,-1.04306,-0.730617,121606.6581
462.6364805,-1.12167173,-1.041990949,-0.730539945,-61918.52809,-13170.69777,-2116.523703,-1.12106,-1.04234,-0.730565,121608.3543
462.6531472,-1.122511156,-1.041233706,-0.730479523,-61919.64915,-13171.7401,-2117.254268,-1.12106,-1.04233,-0.730565,121610.0504
462.6698139,-1.12128964,-1.041909627,-0.730526859,-61920.77105,-13172.78166,-2117.984769,-1.1219,-1.04156,-0.730501,121611.7466
462.6864805,-1.120068123,-1.042585548,-0.730574194,-61921.89173,-13173.82391,-2118.715321,-1.12068,-1.04225,-0.730552,121613.4425
462.7031472,-1.118846607,-1.043261469,-0.73062153,-61923.01119,-13174.86684,-2119.44592,-1.11946,-1.04293,-0.730599,121615.138
462.7198139,-1.117625091,-1.04393739,-0.730668866,-61924.12942,-13175.91043,-2120.176562,-1.11823,-1.04359,-0.730642,121616.8331
462.7364805,-1.116403574,-1.044613311,-0.730716202,-61925.24644,-13176.95471,-2120.907256,-1.11702,-1.04428,-0.730694,121618.5278
462.7531472,-1.115182058,-1.045289232,-0.730763538,-61926.36223,-13177.99966,-2121.637998,-1.11579,-1.04495,-0.730742,121620.2222
462.7698139,-1.113960542,-1.045965153,-0.730810874,-61927.4768,-13179.04529,-2122.368782,-1.11457,-1.04563,-0.730784,121621.9162
462.7864805,-1.112739025,-1.046641074,-0.73085821,-61928.59015,-13180.09159,-2123.099618,-1.11335,-1.0463,-0.730836,121623.6098
462.8031472,-1.111517509,-1.047316994,-0.730905546,-61929.70228,-13181.13857,-2123.830501,-1.11213,-1.04698,-0.730883,121625.3031
462.8198139,-1.110295993,-1.047992915,-0.730952882,-61930.81319,-13182.18623,-2124.561427,-1.11091,-1.04766,-0.730926,121626.996
462.8364805,-1.109074477,-1.048668836,-0.731000218,-61931.92287,-13183.23456,-2125.292405,-1.10968,-1.04833,-0.730978,121628.6886
462.8531472,-1.10785296,-1.049344757,-0.731047554,-61933.03134,-13184.28357,-2126.023431,-1.10847,-1.04901,-0.731026,121630.3808
462.8698139,-1.106631444,-1.050020678,-0.731094889,-61934.13858,-13185.33325,-2126.754499,-1.10724,-1.04968,-0.731068,121632.0726
462.8864805,-1.105409928,-1.050696599,-0.731142225,-61935.2446,-13186.38361,-2127.485619,-1.10602,-1.05036,-0.73112,121633.7641
462.9031472,-1.104188411,-1.05137252,-0.731189561,-61936.3494,-13187.43464,-2128.216787,-1.1048,-1.05103,-0.731168,121635.4552
462.9198139,-1.102966895,-1.052048441,-0.731236897,-61937.45297,-13188.48635,-2128.947997,-1.10357,-1.05171,-0.73121,121637.1459
462.9364805,-1.101745379,-1.052724362,-0.731284233,-61938.55533,-13189.53874,-2129.679259,-1.10236,-1.05239,-0.731262,121638.8363
462.9531472,-1.100523862,-1.053400283,-0.731331569,-61939.65647,-13190.5918,-2130.410568,-1.10114,-1.05306,-0.731309,121640.5264
462.9698139,-1.099302346,-1.054076203,-0.731378905,-61940.75638,-13191.64554,-2131.141921,-1.09991,-1.05374,-0.731353,121642.2161
462.9864805,-1.09808083,-1.054752124,-0.731426241,-61941.85507,-13192.69995,-2131.873325,-1.09869,-1.05441,-0.731404,121643.9054
463.0031472,-1.096859313,-1.055428045,-0.731473577,-61942.95254,-13193.75504,-2132.604776,-1.09747,-1.05509,-0.731451,121645.5944
463.0198139,-1.095637797,-1.056103966,-0.731520913,-61944.04879,-13194.81081,-2133.33627,-1.09625,-1.05577,-0.731494,121647.283
463.0364805,-1.094416281,-1.056779887,-0.731568249,-61945.14382,-13195.86725,-2134.067816,-1.09503,-1.05644,-0.731546,121648.9713
463.0531472,-1.093194765,-1.057455808,-0.731615585,-61946.23763,-13196.92437,-2134.79941,-1.09381,-1.05712,-0.731594,121650.6592
463.0698139,-1.091973248,-1.058131729,-0.73166292,-61947.33021,-13197.98216,-2135.531046,-1.09258,-1.05779,-0.731636,121652.3468
463.0864805,-1.090751732,-1.05880765,-0.731710256,-61948.42157,-13199.04063,-2136.262734,-1.09136,-1.05847,-0.731688,121654.0341
463.1031472,-1.089530216,-1.059483571,-0.731757592,-61949.51171,-13200.09978,-2136.994469,-1.09014,-1.05915,-0.731735,121655.721
463.1198139,-1.088308699,-1.060159492,-0.731804928,-61950.60063,-13201.1596,-2137.726248,-1.08892,-1.05982,-0.731779,121657.4075
463.1364805,-1.087087183,-1.060835412,-0.731852264,-61951.68833,-13202.2201,-2138.458078,-1.0877,-1.0605,-0.73183,121659.0937
463.1531472,-1.085865667,-1.061511333,-0.7318996,-61952.77481,-13203.28127,-2139.189955,-1.08648,-1.06117,-0.731877,121660.7796
463.1698139,-1.08464415,-1.062187254,-0.731946936,-61953.86006,-13204.34312,-2139.921876,-1.08525,-1.06185,-0.731921,121662.4651
463.1864805,-1.083422634,-1.062863175,-0.731994272,-61954.94409,-13205.40564,-2140.653848,-1.08403,-1.06252,-0.731972,121664.1503
463.2031472,-1.082201118,-1.063539096,-0.732041608,-61956.02691,-13206.46885,-2141.385867,-1.08282,-1.06321,-0.732019,121665.8352
463.2198139,-1.080979601,-1.064215017,-0.732088944,-61957.10849,-13207.53272,-2142.117929,-1.08158,-1.06387,-0.732062,121667.5197
463.2364805,-1.079758085,-1.064890938,-0.73213628,-61958.18886,-13208.59728,-2142.850043,-1.08037,-1.06456,-0.732114,121669.2039
463.2531472,-1.078536569,-1.065566859,-0.732183615,-61959.26801,-13209.66251,-2143.582205,-1.07915,-1.06523,-0.732162,121670.8877
463.2698139,-1.077315053,-1.06624278,-0.732230951,-61960.34594,-13210.72841,-2144.314409,-1.07793,-1.0659,-0.732204,121672.5712
463.2864805,-1.076093536,-1.066918701,-0.732278287,-61961.42264,-13211.79499,-2145.046665,-1.0767,-1.06658,-0.732256,121674.2544
463.3031472,-1.07487202,-1.067594621,-0.732325623,-61962.49813,-13212.86225,-2145.778969,-1.07549,-1.06726,-0.732304,121675.9373
463.3198139,-1.073650504,-1.068270542,-0.732372959,-61963.57238,-13213.93018,-2146.511315,-1.07425,-1.06793,-0.732346,121677.6198
463.3364805,-1.072428987,-1.068946463,-0.732420295,-61964.64543,-13214.99879,-2147.243713,-1.07305,-1.06861,-0.732398,121679.302
463.3531472,-1.071207471,-1.069622384,-0.732467631,-61965.71725,-13216.06807,-2147.976159,-1.07182,-1.06928,-0.732446,121680.9838
463.3698139,-1.069985955,-1.070298305,-0.732514967,-61966.78784,-13217.13803,-2148.708647,-1.07059,-1.06996,-0.732488,121682.6653
463.3864805,-1.068764438,-1.070974226,-0.732562303,-61967.85722,-13218.20867,-2149.441187,-1.06938,-1.07064,-0.73254,121684.3465
463.4031472,-1.067542922,-1.071650147,-0.732609639,-61968.92537,-13219.27998,-2150.173775,-1.06815,-1.07131,-0.732588,121686.0274
463.4198139,-1.066321406,-1.072326068,-0.732656975,-61969.9923,-13220.35197,-2150.906405,-1.06693,-1.07199,-0.73263,121687.708
463.4364805,-1.065099889,-1.073001989,-0.732704311,-61971.05801,-13221.42463,-2151.639087,-1.06571,-1.07266,-0.732682,121689.3882
463.4531472,-1.063878373,-1.073677909,-0.732751646,-61972.1225,-13222.49797,-2152.371816,-1.06449,-1.07334,-0.732729,121691.0681
463.4698139,-1.062656857,-1.07435383,-0.732798982,-61973.18577,-13223.57199,-2153.104589,-1.06327,-1.07402,-0.732773,121692.7477
463.4864805,-1.06143534,-1.075029751,-0.732846318,-61974.24782,-13224.64668,-2153.837413,-1.06205,-1.07469,-0.732824,121694.427
463.5031472,-1.060213824,-1.075705672,-0.732893654,-61975.30864,-13225.72205,-2154.570284,-1.06082,-1.07537,-0.732871,121696.1059
463.5198139,-1.058992308,-1.076381593,-0.73294099,-61976.36824,-13226.79809,-2155.303199,-1.0596,-1.07604,-0.732915,121697.7845
463.5364805,-1.057770792,-1.077057514,-0.732988326,-61977.42662,-13227.87481,-2156.036165,-1.05838,-1.07672,-0.732966,121699.4628
463.5531472,-1.056549275,-1.077733435,-0.733035662,-61978.48379,-13228.95221,-2156.769178,-1.05717,-1.0774,-0.733013,121701.1409
463.5698139,-1.055327759,-1.078409356,-0.733082998,-61979.53972,-13230.03028,-2157.502235,-1.05593,-1.07807,-0.733057,121702.8185
463.5864805,-1.054106243,-1.079085277,-0.733130334,-61980.59444,-13231.10903,-2158.235343,-1.05472,-1.07875,-0.733108,121704.4959
463.6031472,-1.052884726,-1.079761198,-0.73317767,-61981.64794,-13232.18845,-2158.968498,-1.0535,-1.07942,-0.733155,121706.173
463.6198139,-1.05166321,-1.080437118,-0.733225006,-61982.70021,-13233.26855,-2159.701697,-1.05227,-1.0801,-0.733199,121707.8497
463.6364805,-1.050441694,-1.081113039,-0.733272341,-61983.75116,-13234.3493,-2160.434944,-1.05095,-1.08075,-0.733247,121709.5261
463.6531472,-1.049026411,-1.081747571,-0.73331291,-61984.80213,-13235.43006,-2161.16819,-1.05097,-1.08076,-0.733246,121711.2024
463.6698139,-1.050060619,-1.081031641,-0.733259033,-61985.85167,-13236.51144,-2161.901473,-1.04954,-1.08138,-0.733283,121712.8783
463.6864805,-1.051094828,-1.080315711,-0.733205155,-61986.90224,-13237.59212,-2162.634707,-1.05057,-1.08068,-0.733234,121714.5544
463.7031472,-1.052129036,-1.079599781,-0.733151277,-61987.95386,-13238.67208,-2163.367887,-1.05162,-1.07996,-0.73318,121716.2306
463.7198139,-1.053163245,-1.078883851,-0.7330974,-61989.0065,-13239.75132,-2164.101008,-1.05264,-1.07924,-0.733121,121717.907
463.7364805,-1.054197453,-1.078167921,-0.733043522,-61990.06018,-13240.82985,-2164.83408,-1.05368,-1.07853,-0.733072,121719.5836
463.7531472,-1.055231662,-1.07745199,-0.732989645,-61991.1149,-13241.90766,-2165.567098,-1.05472,-1.07781,-0.733018,121721.2603
463.7698139,-1.05626587,-1.07673606,-0.732935767,-61992.17064,-13242.98475,-2166.300058,-1.05574,-1.07709,-0.73296,121722.9372
463.7864805,-1.057300079,-1.07602013,-0.73288189,-61993.22743,-13244.06113,-2167.032968,-1.05679,-1.07638,-0.73291,121724.6143
463.8031472,-1.058334288,-1.0753042,-0.732828012,-61994.28525,-13245.13679,-2167.765825,-1.05782,-1.07566,-0.732857,121726.2915
463.8198139,-1.059368496,-1.07458827,-0.732774135,-61995.3441,-13246.21173,-2168.498623,-1.05885,-1.07494,-0.732798,121727.9689
463.8364805,-1.060402705,-1.07387234,-0.732720257,-61996.40398,-13247.28597,-2169.231371,-1.05988,-1.07424,-0.732748,121729.6465
463.8531472,-1.061436913,-1.073156409,-0.732666379,-61997.46491,-13248.35948,-2169.964066,-1.06093,-1.07351,-0.732695,121731.3242
463.8698139,-1.062471122,-1.072440479,-0.732612502,-61998.52686,-13249.43228,-2170.696703,-1.06195,-1.0728,-0.732637,121733.0021
463.8864805,-1.06350533,-1.071724549,-0.732558624,-61999.58985,-13250.50436,-2171.42929,-1.06299,-1.07208,-0.732587,121734.6802
463.9031472,-1.064539539,-1.071008619,-0.732504747,-62000.65387,-13251.57573,-2172.161823,-1.06402,-1.07137,-0.732533,121736.3585
463.9198139,-1.065573747,-1.070292689,-0.732450869,-62001.71892,-13252.64638,-2172.894298,-1.06505,-1.07065,-0.732475,121738.0369
463.9364805,-1.066607956,-1.069576759,-0.732396992,-62002.78502,-13253.71631,-2173.626723,-1.0661,-1.06993,-0.732425,121739.7155
463.9531472,-1.067642164,-1.068860829,-0.732343114,-62003.85214,-13254.78554,-2174.359095,-1.06712,-1.06923,-0.732372,121741.3943
463.9698139,-1.068676373,-1.068144898,-0.732289236,-62004.9203,-13255.85403,-2175.091408,-1.06816,-1.06849,-0.732313,121743.0733
463.9864805,-1.069710581,-1.067428968,-0.732235359,-62005.98949,-13256.92182,-2175.823672,-1.06919,-1.06779,-0.732264,121744.7525
464.0031472,-1.07074479,-1.066713038,-0.732181481,-62007.05972,-13257.9889,-2176.555881,-1.07023,-1.06708,-0.732209,121746.4318
464.0198139,-1.071778998,-1.065997108,-0.732127604,-62008.13098,-13259.05525,-2177.288033,-1.07126,-1.06635,-0.732152,121748.1113
464.0364805,-1.072813207,-1.065281178,-0.732073726,-62009.20328,-13260.12089,-2178.020135,-1.0723,-1.06564,-0.732102,121749.791
464.0531472,-1.073847415,-1.064565248,-0.732019849,-62010.27661,-13261.18581,-2178.752183,-1.07333,-1.06492,-0.732048,121751.4709
464.0698139,-1.074881624,-1.063849317,-0.731965971,-62011.35097,-13262.25002,-2179.484173,-1.07436,-1.06421,-0.73199,121753.1509
464.0864805,-1.075915833,-1.063133387,-0.731912094,-62012.42637,-13263.31351,-2180.216114,-1.0754,-1.06349,-0.731941,121754.8312
464.1031472,-1.076950041,-1.062417457,-0.731858216,-62013.50281,-13264.37629,-2180.948001,-1.07644,-1.06278,-0.731887,121756.5116
464.1198139,-1.07798425,-1.061701527,-0.731804338,-62014.58027,-13265.43834,-2181.679829,-1.07746,-1.06205,-0.731828,121758.1922
464.1364805,-1.079018458,-1.060985597,-0.731750461,-62015.65877,-13266.49969,-2182.411608,-1.0785,-1.06135,-0.731779,121759.873
464.1531472,-1.080052667,-1.060269667,-0.731696583,-62016.73831,-13267.56032,-2183.143333,-1.07954,-1.06063,-0.731725,121761.554
464.1698139,-1.081086875,-1.059553737,-0.731642706,-62017.81888,-13268.62023,-2183.875,-1.08057,-1.05991,-0.731667,121763.2352
464.1864805,-1.082121084,-1.058837806,-0.731588828,-62018.90048,-13269.67942,-2184.606617,-1.0816,-1.05919,-0.731617,121764.9166
464.2031472,-1.083155292,-1.058121876,-0.731534951,-62019.98312,-13270.73791,-2185.33818,-1.08264,-1.05849,-0.731563,121766.5982
464.2198139,-1.084189501,-1.057405946,-0.731481073,-62021.06679,-13271.79567,-2186.069685,-1.08367,-1.05776,-0.731505,121768.2799
464.2364805,-1.085223709,-1.056690016,-0.731427196,-62022.1515,-13272.85272,-2186.801141,-1.08471,-1.05705,-0.731456,121769.9619
464.2531472,-1.086257918,-1.055974086,-0.731373318,-62023.23724,-13273.90905,-2187.532542,-1.08574,-1.05633,-0.731401,121771.644
464.2698139,-1.087292126,-1.055258156,-0.73131944,-62024.32401,-13274.96466,-2188.263886,-1.08677,-1.05561,-0.731344,121773.3264
464.2864805,-1.088326335,-1.054542225,-0.731265563,-62025.41183,-13276.01956,-2188.99518,-1.08782,-1.0549,-0.731294,121775.0089
464.3031472,-1.089360543,-1.053826295,-0.731211685,-62026.50067,-13277.07375,-2189.72642,-1.08884,-1.05419,-0.73124,121776.6916
464.3198139,-1.090394752,-1.053110365,-0.731157808,-62027.59054,-13278.12721,-2190.457602,-1.08987,-1.05346,-0.731182,121778.3746
464.3364805,-1.091428961,-1.052394435,-0.73110393,-62028.68146,-13279.17997,-2191.188734,-1.09092,-1.05276,-0.731132,121780.0577
464.3531472,-1.092463169,-1.051678505,-0.731050053,-62029.77341,-13280.23201,-2191.919813,-1.09195,-1.05204,-0.731079,121781.741
464.3698139,-1.093497378,-1.050962575,-0.730996175,-62030.86638,-13281.28332,-2192.650833,-1.09297,-1.05131,-0.73102,121783.4246
464.3864805,-1.094531586,-1.050246644,-0.730942297,-62031.9604,-13282.33393,-2193.381803,-1.09402,-1.05061,-0.73097,121785.1083
464.4031472,-1.095565795,-1.049530714,-0.73088842,-62033.05545,-13283.38382,-2194.11272,-1.09505,-1.04989,-0.730917,121786.7922
464.4198139,-1.096600003,-1.048814784,-0.730834542,-62034.15153,-13284.43299,-2194.843579,-1.09608,-1.04917,-0.730859,121788.4764
464.4364805,-1.097634212,-1.048098854,-0.730780665,-62035.24865,-13285.48145,-2195.574388,-1.09712,-1.04846,-0.730809,121790.1607
464.4531472,-1.09866842,-1.047382924,-0.730726787,-62036.3468,-13286.52919,-2196.305143,-1.09815,-1.04774,-0.730755,121791.8453
464.4698139,-1.099702629,-1.046666994,-0.73067291,-62037.44598,-13287.57621,-2197.03584,-1.09918,-1.04702,-0.730697,121793.53
464.4864805,-1.100736837,-1.045951064,-0.730619032,-62038.5462,-13288.62252,-2197.766487,-1.10022,-1.04631,-0.730647,121795.215
464.5031472,-1.101771046,-1.045235133,-0.730565155,-62039.64746,-13289.66812,-2198.497081,-1.10126,-1.0456,-0.730594,121796.9001
464.5198139,-1.102805254,-1.044519203,-0.730511277,-62040.74974,-13290.71299,-2199.227616,-1.10228,-1.04487,-0.730535,121798.5855
464.5364805,-1.103839463,-1.043803273,-0.730457399,-62041.85307,-13291.75715,-2199.958102,-1.10333,-1.04416,-0.730486,121800.2711
464.5531472,-1.104873671,-1.043087343,-0.730403522,-62042.95743,-13292.8006,-2200.688534,-1.10436,-1.04345,-0.730432,121801.9569
464.5698139,-1.10590788,-1.042371413,-0.730349644,-62044.06281,-13293.84333,-2201.418908,-1.10538,-1.04273,-0.730374,121803.6429
464.5864805,-1.106942088,-1.041655483,-0.730295767,-62045.16924,-13294.88534,-2202.149232,-1.10643,-1.04201,-0.730324,121805.3291
464.6031472,-1.107976297,-1.040939552,-0.730241889,-62046.2767,-13295.92664,-2202.879502,-1.10746,-1.0413,-0.73027,121807.0156
464.6198139,-1.109010506,-1.040223622,-0.730188012,-62047.38519,-13296.96722,-2203.609714,-1.10849,-1.04058,-0.730212,121808.7022
464.6364805,-1.110044714,-1.039507692,-0.730134134,-62048.49463,-13298.00707,-2204.339873,-1.10944,-1.03985,-0.730159,121810.389
464.6531472,-1.110885673,-1.038750323,-0.730073378,-62049.60406,-13299.04691,-2205.070032,-1.10943,-1.03984,-0.730159,121812.0758
464.6698139,-1.109664656,-1.039426196,-0.730120607,-62050.71433,-13300.086,-2205.800127,-1.11027,-1.03909,-0.730095,121813.7626
464.6864805,-1.108443639,-1.040102068,-0.730167835,-62051.82339,-13301.12576,-2206.530272,-1.10906,-1.03976,-0.730145,121815.4491
464.7031472,-1.107222622,-1.040777941,-0.730215064,-62052.93122,-13302.16621,-2207.260465,-1.10783,-1.04045,-0.730193,121817.1352
464.7198139,-1.106001605,-1.041453813,-0.730262292,-62054.03783,-13303.20732,-2207.990701,-1.10661,-1.04111,-0.730236,121818.821
464.7364805,-1.104780588,-1.042129686,-0.730309521,-62055.14323,-13304.24911,-2208.720988,-1.1054,-1.04179,-0.730287,121820.5064
464.7531472,-1.103559571,-1.042805558,-0.730356749,-62056.2474,-13305.29158,-2209.451323,-1.10417,-1.04247,-0.730335,121822.1914
464.7698139,-1.102338555,-1.043481431,-0.730403978,-62057.35034,-13306.33472,-2210.1817,-1.10294,-1.04314,-0.730377,121823.8761
464.7864805,-1.101117538,-1.044157304,-0.730451206,-62058.45207,-13307.37854,-2210.912129,-1.10173,-1.04382,-0.730429,121825.5604
464.8031472,-1.099896521,-1.044833176,-0.730498435,-62059.55258,-13308.42304,-2211.642606,-1.10051,-1.0445,-0.730477,121827.2443
464.8198139,-1.098675504,-1.045509049,-0.730545663,-62060.65186,-13309.46821,-2212.373125,-1.09928,-1.04517,-0.730519,121828.9279
464.8364805,-1.097454487,-1.046184921,-0.730592892,-62061.74993,-13310.51406,-2213.103696,-1.09807,-1.04585,-0.730571,121830.6111
464.8531472,-1.09623347,-1.046860794,-0.73064012,-62062.84678,-13311.56058,-2213.834313,-1.09685,-1.04652,-0.730617,121832.294
464.8698139,-1.095012453,-1.047536666,-0.730687349,-62063.9424,-13312.60778,-2214.564974,-1.09562,-1.0472,-0.730661,121833.9765
464.8864805,-1.093791437,-1.048212539,-0.730734577,-62065.0368,-13313.65565,-2215.295687,-1.0944,-1.04787,-0.730713,121835.6587
464.9031472,-1.09257042,-1.048888412,-0.730781806,-62066.12998,-13314.70421,-2216.026446,-1.09318,-1.04856,-0.730759,121837.3405
464.9198139,-1.091349403,-1.049564284,-0.730829034,-62067.22194,-13315.75343,-2216.757249,-1.09196,-1.04922,-0.730803,121839.022
464.9364805,-1.090128386,-1.050240157,-0.730876263,-62068.31268,-13316.80333,-2217.488103,-1.09074,-1.0499,-0.730854,121840.7031
464.9531472,-1.088907369,-1.050916029,-0.730923491,-62069.4022,-13317.85391,-2218.219004,-1.08952,-1.05058,-0.730901,121842.3839
464.9698139,-1.087686352,-1.051591902,-0.73097072,-62070.49049,-13318.90516,-2218.949949,-1.08829,-1.05125,-0.730945,121844.0643
464.9864805,-1.086465335,-1.052267774,-0.731017948,-62071.57757,-13319.95709,-2219.680944,-1.08708,-1.05193,-0.730995,121845.7444
