PRECISE MISSION TIME (min),Ppx,Ppy,Ppz
194.8253689,-25743.35704,5750.301432,8485.209073
194.8591107,-25751.93021,5748.100076,8484.608451
194.8928525,-25760.5014,5745.898279,8484.007179
194.9265944,-25769.07062,5743.696039,8483.405257
194.9603362,-25777.63786,5741.493358,8482.802686
194.994078,-25786.20312,5739.290236,8482.199466
195.0278199,-25794.7664,5737.086672,8481.595598
195.0615617,-25803.32771,5734.882667,8480.991081
195.0953035,-25811.88705,5732.678222,8480.385915
195.1290454,-25820.44441,5730.473335,8479.780102
195.1627872,-25828.9998,5728.268008,8479.173641
195.1965291,-25837.55321,5726.06224,8478.566533
195.2302709,-25846.10466,5723.856032,8477.958777
195.2640127,-25854.65413,5721.649384,8477.350375
195.2977546,-25863.20164,5719.442296,8476.741325
195.3314964,-25871.74718,5717.234768,8476.13163
195.3652382,-25880.29075,5715.026801,8475.521288
195.3989801,-25888.83235,5712.818393,8474.9103
195.4327219,-25897.37198,5710.609547,8474.298667
195.4664638,-25905.90965,5708.400261,8473.686388
195.5002056,-25914.44536,5706.190536,8473.073464
195.5339474,-25922.9791,5703.980372,8472.459896
195.5676893,-25931.51088,5701.76977,8471.845683
195.6014311,-25940.0407,5699.558729,8471.230825
195.6351729,-25948.56855,5697.347249,8470.615323
195.6689148,-25957.09445,5695.135331,8469.999178
195.7026566,-25965.61838,5692.922975,8469.382389
195.7363985,-25974.14036,5690.710182,8468.764957
195.7701403,-25982.66037,5688.49695,8468.146882
195.8038821,-25991.17843,5686.283281,8467.528164
195.837624,-25999.69454,5684.069174,8466.908804
195.8713658,-26008.20869,5681.85463,8466.288802
195.9051076,-26016.72088,5679.639649,8465.668157
195.9388495,-26025.23112,5677.424231,8465.046871
195.9725913,-26033.73941,5675.208377,8464.424944
196.0063332,-26042.24574,5672.992086,8463.802376
196.040075,-26050.75012,5670.775358,8463.179167
196.0738168,-26059.25255,5668.558195,8462.555317
196.1075587,-26067.75304,5666.340595,8461.930828
196.1413005,-26076.25157,5664.12256,8461.305698
196.1750423,-26084.74815,5661.904089,8460.679929
196.2087842,-26093.24279,5659.685182,8460.053521
196.242526,-26101.73548,5657.465841,8459.426473
196.2762679,-26110.22623,5655.246064,8458.798787
196.3100097,-26118.71503,5653.025853,8458.170462
196.3437515,-26127.20189,5650.805207,8457.541499
196.3774934,-26135.6868,5648.584127,8456.911899
196.4112352,-26144.16977,5646.362613,8456.281661
196.444977,-26152.6508,5644.140664,8455.650786
196.4787189,-26161.12989,5641.918282,8455.019273
196.5124607,-26169.60705,5639.695467,8454.387125
196.5462026,-26178.08226,5637.472218,8453.75434
196.5799444,-26186.55553,5635.248536,8453.120919
196.6136862,-26195.02687,5633.024422,8452.486862
196.6474281,-26203.49627,5630.799874,8451.852171
196.6811699,-26211.96373,5628.574895,8451.216844
196.7149117,-26220.42926,5626.349483,8450.580883
196.7486536,-26228.89286,5624.12364,8449.944287
196.7823954,-26237.35453,5621.897365,8449.307057
196.8161373,-26245.81426,5619.670659,8448.669194
196.8498791,-26254.27206,5617.443522,8448.030698
196.8836209,-26262.72793,5615.215954,8447.391569
196.9173628,-26271.18187,5612.987956,8446.751807
196.9511046,-26279.63389,5610.759527,8446.111413
196.9848464,-26288.08397,5608.530668,8445.470387
197.0185883,-26296.53213,5606.30138,8444.82873
197.0523301,-26304.97837,5604.071662,8444.186442
197.086072,-26313.42268,5601.841516,8443.543523
197.1198138,-26321.86506,5599.61094,8442.899973
197.1535556,-26330.30552,5597.379936,8442.255794
197.1872975,-26338.74406,5595.148504,8441.610985
197.2210393,-26347.18068,5592.916644,8440.965547
197.2547811,-26355.61538,5590.684357,8440.31948
197.288523,-26364.04816,5588.451642,8439.672785
197.3222648,-26372.47902,5586.2185,8439.025461
197.3560067,-26380.90796,5583.984932,8438.37751
197.3897485,-26389.33499,5581.750937,8437.728932
197.4234903,-26397.7601,5579.516517,8437.079727
197.4572322,-26406.18329,5577.281671,8436.429896
197.490974,-26414.60457,5575.0464,8435.779438
197.5247158,-26423.02394,5572.810703,8435.128355
197.5584577,-26431.44139,5570.574583,8434.476647
197.5921995,-26439.85694,5568.338038,8433.824315
197.6259414,-26448.27057,5566.10107,8433.171357
197.6596832,-26456.68229,5563.863678,8432.517776
197.693425,-26465.09211,5561.625863,8431.863572
197.7271669,-26473.50002,5559.387625,8431.208745
197.7609087,-26481.90602,5557.148965,8430.553295
197.7946505,-26490.31011,5554.909883,8429.897223
197.8283924,-26498.7123,5552.67038,8429.24053
197.8621342,-26507.11258,5550.430456,8428.583215
197.895876,-26515.51096,5548.190111,8427.92528
197.9296179,-26523.90744,5545.949345,8427.266724
197.9633597,-26532.30202,5543.70816,8426.607549
197.9971016,-26540.6947,5541.466556,8425.947754
198.0308434,-26549.08548,5539.224532,8425.287341
198.0645852,-26557.47436,5536.98209,8424.626309
198.0983271,-26565.86134,5534.73923,8423.96466
198.1320689,-26574.24642,5532.495952,8423.302393
198.1658107,-26582.62961,5530.252257,8422.639509
198.1995526,-26591.0109,5528.008145,8421.976009
198.2332944,-26599.3903,5525.763617,8421.311894
198.2670363,-26607.76781,5523.518673,8420.647162
198.3007781,-26616.14342,5521.273313,8419.981816
198.3345199,-26624.51715,5519.027539,8419.315856
198.3682618,-26632.88898,5516.78135,8418.649282
198.4020036,-26641.25892,5514.534747,8417.982095
198.4357454,-26649.62698,5512.28773,8417.314295
198.4694873,-26657.99315,5510.040301,8416.645883
198.5032291,-26666.35743,5507.792459,8415.976859
198.536971,-26674.71982,5505.544205,8415.307224
198.5707128,-26683.08033,5503.29554,8414.636978
198.6044546,-26691.43896,5501.046463,8413.966123
198.6381965,-26699.7957,5498.796976,8413.294658
198.6719383,-26708.15057,5496.547079,8412.622584
198.7056801,-26716.50355,5494.296773,8411.949901
198.739422,-26724.85465,5492.046058,8411.276611
198.7731638,-26733.20387,5489.794934,8410.602714
198.8069057,-26741.55122,5487.543403,8409.92821
198.8406475,-26749.89668,5485.291464,8409.2531
198.8743893,-26758.24027,5483.039119,8408.577384
198.9081312,-26766.58199,5480.786367,8407.901063
198.941873,-26774.92183,5478.53321,8407.224138
198.9756148,-26783.2598,5476.279648,8406.546609
199.0093567,-26791.59589,5474.025681,8405.868478
199.0430985,-26799.93012,5471.77131,8405.189743
199.0768404,-26808.26247,5469.516536,8404.510406
199.1105822,-26816.59295,5467.261359,8403.830468
199.144324,-26824.92157,5465.00578,8403.14993
199.1780659,-26833.24831,5462.749799,8402.468791
199.2118077,-26841.57319,5460.493417,8401.787052
199.2455495,-26849.89621,5458.236635,8401.104715
199.2792914,-26858.21736,5455.979453,8400.421779
199.3130332,-26866.53664,5453.721872,8399.738246
199.3467751,-26874.85407,5451.463892,8399.054115
199.3805169,-26883.16963,5449.205514,8398.369388
199.4142587,-26891.48332,5446.946739,8397.684065
199.4480006,-26899.79516,5444.687567,8396.998147
199.4817424,-26908.10514,5442.427998,8396.311634
199.5154842,-26916.41326,5440.168035,8395.624527
199.5492261,-26924.71953,5437.907676,8394.936827
199.5829679,-26933.02394,5435.646923,8394.248534
199.6167098,-26941.32649,5433.385776,8393.55965
199.6504516,-26949.62718,5431.124237,8392.870174
199.6841934,-26957.92603,5428.862305,8392.180107
199.7179353,-26966.22302,5426.599981,8391.48945
199.7516771,-26974.51816,5424.337266,8390.798203
199.7854189,-26982.81145,5422.074161,8390.106368
199.8191608,-26991.10289,5419.810666,8389.413945
199.8529026,-26999.39248,5417.546782,8388.720935
199.8866445,-27007.68022,5415.282509,8388.027337
199.9203863,-27015.96611,5413.017849,8387.333154
199.9541281,-27024.25016,5410.752802,8386.638385
199.98787,-27032.53236,5408.487368,8385.943031
200.0216118,-27040.81272,5406.221548,8385.247093
200.0553536,-27049.09124,5403.955343,8384.550572
200.0890955,-27057.36791,5401.688754,8383.853468
200.1228373,-27065.64275,5399.421781,8383.155781
200.1565792,-27073.91574,5397.154426,8382.457514
200.190321,-27082.18689,5394.886687,8381.758666
200.2240628,-27090.4562,5392.618567,8381.059237
200.2578047,-27098.72368,5390.350066,8380.359229
200.2915465,-27106.98932,5388.081185,8379.658643
200.3252883,-27115.25312,5385.811924,8378.957479
200.3590302,-27123.51509,5383.542284,8378.255737
200.392772,-27131.77522,5381.272266,8377.553419
200.4265139,-27140.03352,5379.00187,8376.850525
200.4602557,-27148.28999,5376.731098,8376.147055
200.4939975,-27156.54463,5374.459949,8375.443011
200.5277394,-27164.79744,5372.188425,8374.738393
200.5614812,-27173.04841,5369.916527,8374.033203
200.595223,-27181.29756,5367.644254,8373.327439
200.6289649,-27189.54489,5365.371608,8372.621104
200.6627067,-27197.79038,5363.098589,8371.914198
200.6964485,-27206.03405,5360.825199,8371.206721
200.7301904,-27214.27589,5358.551437,8370.498675
200.7639322,-27222.51591,5356.277305,8369.790059
200.7976741,-27230.75411,5354.002803,8369.080876
200.8314159,-27238.99049,5351.727932,8368.371125
200.8651577,-27247.22504,5349.452692,8367.660806
200.8988996,-27255.45778,5347.177085,8366.949922
200.9326414,-27263.68869,5344.901111,8366.238472
200.9663832,-27271.91779,5342.624771,8365.526458
201.0001251,-27280.14506,5340.348066,8364.813879
201.0338669,-27288.37052,5338.070995,8364.100737
201.0676088,-27296.59417,5335.793561,8363.387032
201.1013506,-27304.816,5333.515763,8362.672766
201.1350924,-27313.03602,5331.237603,8361.957938
201.1688343,-27321.25422,5328.959081,8361.242549
201.2025761,-27329.47061,5326.680197,8360.5266
201.2363179,-27337.68519,5324.400953,8359.810093
201.2700598,-27345.89796,5322.12135,8359.093026
201.3038016,-27354.10892,5319.841387,8358.375402
201.3375435,-27362.31807,5317.561066,8357.657221
201.3712853,-27370.52541,5315.280388,8356.938483
201.4050271,-27378.73095,5312.999352,8356.21919
201.438769,-27386.93468,5310.71796,8355.499342
201.4725108,-27395.1366,5308.436213,8354.778939
201.5062526,-27403.33672,5306.154111,8354.057982
201.5399945,-27411.53504,5303.871655,8353.336473
201.5737363,-27419.73155,5301.588846,8352.614411
201.6074782,-27427.92626,5299.305684,8351.891798
201.64122,-27436.11917,5297.02217,8351.168633
201.6749618,-27444.31028,5294.738305,8350.444919
201.7087037,-27452.49959,5292.454089,8349.720655
201.7424455,-27460.6871,5290.169524,8348.995842
201.7761873,-27468.87282,5287.884609,8348.270481
201.8099292,-27477.05673,5285.599346,8347.544572
201.843671,-27485.23886,5283.313736,8346.818117
201.8774129,-27493.41918,5281.027778,8346.091115
201.9111547,-27501.59771,5278.741474,8345.363568
201.9448965,-27509.77445,5276.454824,8344.635476
201.9786384,-27517.9494,5274.167829,8343.90684
202.0123802,-27526.12255,5271.880491,8343.17766
202.046122,-27534.29392,5269.592808,8342.447938
202.0798639,-27542.46349,5267.304783,8341.717673
202.1136057,-27550.63127,5265.016415,8340.986867
202.1473476,-27558.79727,5262.727706,8340.25552
202.1810894,-27566.96148,5260.438657,8339.523633
202.2148312,-27575.1239,5258.149267,8338.791207
202.2485731,-27583.28453,5255.859537,8338.058241
202.2823149,-27591.44338,5253.569469,8337.324738
202.3160567,-27599.60045,5251.279062,8336.590696
202.3497986,-27607.75573,5248.988318,8335.856118
202.3835404,-27615.90923,5246.697238,8335.121004
202.4172823,-27624.06094,5244.405821,8334.385354
202.4510241,-27632.21088,5242.114068,8333.649168
202.4847659,-27640.35903,5239.821981,8332.912449
202.5185078,-27648.5054,5237.52956,8332.175196
202.5522496,-27656.65,5235.236805,8331.437409
202.5859914,-27664.79282,5232.943717,8330.69909
202.6197333,-27672.93386,5230.650296,8329.96024
202.6534751,-27681.07312,5228.356545,8329.220858
202.687217,-27689.21061,5226.062462,8328.480945
202.7209588,-27697.34632,5223.768049,8327.740502
202.7547006,-27705.48026,5221.473306,8326.99953
202.7884425,-27713.61242,5219.178234,8326.258029
202.8221843,-27721.74281,5216.882834,8325.516
202.8559261,-27729.87143,5214.587105,8324.773443
202.889668,-27737.99828,5212.29105,8324.03036
202.9234098,-27746.12336,5209.994668,8323.286749
202.9571517,-27754.24666,5207.697959,8322.542613
202.9908935,-27762.3682,5205.400926,8321.797952
203.0246353,-27770.48797,5203.103567,8321.052766
203.0583772,-27778.60598,5200.805885,8320.307056
203.092119,-27786.72221,5198.507879,8319.560823
203.1258608,-27794.83668,5196.209549,8318.814067
203.1596027,-27802.94938,5193.910898,8318.066788
203.1933445,-27811.06032,5191.611924,8317.318988
203.2270864,-27819.1695,5189.312629,8316.570666
203.2608282,-27827.27691,5187.013013,8315.821824
203.29457,-27835.38256,5184.713077,8315.072461
203.3283119,-27843.48645,5182.412822,8314.322579
203.3620537,-27851.58857,5180.112248,8313.572178
203.3957955,-27859.68894,5177.811355,8312.821259
203.4295374,-27867.78755,5175.510144,8312.069821
203.4632792,-27875.88439,5173.208616,8311.317867
203.497021,-27883.97948,5170.906771,8310.565395
203.5307629,-27892.07281,5168.604609,8309.812407
203.5645047,-27900.16439,5166.302132,8309.058904
203.5982466,-27908.25421,5163.99934,8308.304885
203.6319884,-27916.34227,5161.696233,8307.550351
203.6657302,-27924.42858,5159.392812,8306.795303
203.6994721,-27932.51313,5157.089077,8306.039742
203.7332139,-27940.59593,5154.785029,8305.283667
203.7669557,-27948.67698,5152.480668,8304.527079
203.8006976,-27956.75628,5150.175995,8303.76998
203.8344394,-27964.83382,5147.871011,8303.012368
203.8681813,-27972.90961,5145.565715,8302.254246
203.9019231,-27980.98366,5143.260109,8301.495612
203.9356649,-27989.05595,5140.954192,8300.736469
203.9694068,-27997.12649,5138.647966,8299.976815
204.0031486,-28005.19529,5136.341431,8299.216652
204.0368904,-28013.26234,5134.034587,8298.455981
204.0706323,-28021.32764,5131.727434,8297.694801
204.1043741,-28029.3912,5129.419974,8296.933113
204.138116,-28037.45301,5127.112206,8296.170918
204.1718578,-28045.51307,5124.804132,8295.408216
204.2055996,-28053.5714,5122.495751,8294.645007
204.2393415,-28061.62797,5120.187064,8293.881292
204.2730833,-28069.68281,5117.878071,8293.117072
204.3068251,-28077.7359,5115.568774,8292.352346
204.340567,-28085.78725,5113.259171,8291.587116
204.3743088,-28093.83686,5110.949265,8290.821381
204.4080507,-28101.88473,5108.639054,8290.055143
204.4417925,-28109.93086,5106.32854,8289.288401
204.4755343,-28117.97525,5104.017723,8288.521155
204.5092762,-28126.0179,5101.706603,8287.753408
204.543018,-28134.05882,5099.395181,8286.985158
204.5767598,-28142.09799,5097.083457,8286.216406
204.6105017,-28150.13543,5094.771432,8285.447153
204.6442435,-28158.17114,5092.459106,8284.677398
204.6779854,-28166.2051,5090.146479,8283.907143
204.7117272,-28174.23734,5087.833552,8283.136388
204.745469,-28182.26784,5085.520324,8282.365133
204.7792109,-28190.2966,5083.206798,8281.593379
204.8129527,-28198.32363,5080.892972,8280.821126
204.8466945,-28206.34893,5078.578847,8280.048373
204.8804364,-28214.3725,5076.264424,8279.275123
204.9141782,-28222.39434,5073.949702,8278.501375
204.9479201,-28230.41444,5071.634683,8277.727129
204.9816619,-28238.43282,5069.319366,8276.952385
205.0154037,-28246.44947,5067.003753,8276.177145
205.0491456,-28254.46438,5064.687842,8275.401409
205.0828874,-28262.47757,5062.371635,8274.625176
205.1166292,-28270.48903,5060.055132,8273.848448
205.1503711,-28278.49877,5057.738333,8273.071224
205.1841129,-28286.50678,5055.421239,8272.293505
205.2178548,-28294.51306,5053.103849,8271.515291
205.2515966,-28302.51761,5050.786165,8270.736582
205.2853384,-28310.52045,5048.468186,8269.95738
205.3190803,-28318.52155,5046.149913,8269.177684
205.3528221,-28326.52094,5043.831345,8268.397494
205.3865639,-28334.5186,5041.512484,8267.616811
205.4203058,-28342.51454,5039.19333,8266.835636
205.4540476,-28350.50875,5036.873883,8266.053967
205.4877895,-28358.50125,5034.554143,8265.271807
205.5215313,-28366.49202,5032.23411,8264.489155
205.5552731,-28374.48108,5029.913785,8263.706011
205.589015,-28382.46841,5027.593168,8262.922376
205.6227568,-28390.45403,5025.272259,8262.13825
205.6564986,-28398.43792,5022.951058,8261.353633
205.6902405,-28406.4201,5020.629567,8260.568526
205.7239823,-28414.40056,5018.307784,8259.782929
205.7577242,-28422.37931,5015.985711,8258.996841
205.791466,-28430.35634,5013.663347,8258.210265
205.8252078,-28438.33165,5011.340693,8257.423199
205.8589497,-28446.30525,5009.017748,8256.635644
205.8926915,-28454.27713,5006.694514,8255.8476
205.9264333,-28462.2473,5004.370991,8255.059068
205.9601752,-28470.21575,5002.047178,8254.270048
205.993917,-28478.1825,4999.723076,8253.48054
206.0276589,-28486.14753,4997.398685,8252.690544
206.0614007,-28494.11085,4995.074005,8251.900061
206.0951425,-28502.07245,4992.749037,8251.109091
206.1288844,-28510.03235,4990.423781,8250.317634
206.1626262,-28517.99054,4988.098236,8249.52569
206.196368,-28525.94701,4985.772404,8248.73326
206.2301099,-28533.90178,4983.446284,8247.940344
206.2638517,-28541.85484,4981.119876,8247.146942
206.2975935,-28549.80619,4978.793182,8246.353054
206.3313354,-28557.75584,4976.4662,8245.558681
206.3650772,-28565.70378,4974.138931,8244.763823
206.3988191,-28573.65001,4971.811375,8243.96848
206.4325609,-28581.59453,4969.483534,8243.172653
206.4663027,-28589.53736,4967.155405,8242.376341
206.5000446,-28597.47847,4964.826991,8241.579544
206.5337864,-28605.41789,4962.49829,8240.782264
206.5675282,-28613.35559,4960.169304,8239.9845
206.6012701,-28621.2916,4957.840032,8239.186253
206.6350119,-28629.2259,4955.510474,8238.387522
206.6687538,-28637.15851,4953.180632,8237.588309
206.7024956,-28645.08941,4950.850504,8236.788612
206.7362374,-28653.01861,4948.520091,8235.988433
206.7699793,-28660.94611,4946.189393,8235.187771
206.8037211,-28668.87191,4943.85841,8234.386628
206.8374629,-28676.79601,4941.527143,8233.585002
206.8712048,-28684.71842,4939.195592,8232.782895
206.9049466,-28692.63912,4936.863756,8231.980306
206.9386885,-28700.55813,4934.531636,8231.177236
206.9724303,-28708.47544,4932.199233,8230.373685
207.0061721,-28716.39106,4929.866545,8229.569652
207.039914,-28724.30498,4927.533574,8228.76514
207.0736558,-28732.2172,4925.200319,8227.960146
207.1073976,-28740.12773,4922.866781,8227.154673
207.1411395,-28748.03657,4920.53296,8226.348719
207.1748813,-28755.94371,4918.198855,8225.542286
207.2086232,-28763.84916,4915.864468,8224.735373
207.242365,-28771.75292,4913.529798,8223.92798
207.2761068,-28779.65499,4911.194845,8223.120109
207.3098487,-28787.55537,4908.859609,8222.311758
207.3435905,-28795.45405,4906.524091,8221.502928
207.3773323,-28803.35105,4904.188291,8220.69362
207.4110742,-28811.24635,4901.852209,8219.883834
207.444816,-28819.13997,4899.515844,8219.073569
207.4785579,-28827.0319,4897.179198,8218.262826
207.5122997,-28834.92214,4894.84227,8217.451605
207.5460415,-28842.8107,4892.50506,8216.639907
207.5797834,-28850.69757,4890.167568,8215.827731
207.6135252,-28858.58275,4887.829796,8215.015078
207.647267,-28866.46625,4885.491741,8214.201948
207.6810089,-28874.34806,4883.153406,8213.388341
207.7147507,-28882.22819,4880.81479,8212.574258
207.7484926,-28890.10664,4878.475892,8211.759698
207.7822344,-28897.9834,4876.136714,8210.944662
207.8159762,-28905.85848,4873.797255,8210.129149
207.8497181,-28913.73188,4871.457515,8209.313161
207.8834599,-28921.6036,4869.117495,8208.496698
207.9172017,-28929.47363,4866.777195,8207.679759
207.9509436,-28937.34199,4864.436615,8206.862344
207.9846854,-28945.20867,4862.095754,8206.044455
208.0184273,-28953.07367,4859.754613,8205.226091
208.0521691,-28960.93699,4857.413193,8204.407252
208.0859109,-28968.79863,4855.071492,8203.587939
208.1196528,-28976.6586,4852.729513,8202.768151
208.1533946,-28984.51689,4850.387253,8201.94789
208.1871364,-28992.3735,4848.044714,8201.127154
208.2208783,-29000.22844,4845.701896,8200.305945
208.2546201,-29008.08171,4843.358799,8199.484263
208.288362,-29015.9333,4841.015423,8198.662107
208.3221038,-29023.78322,4838.671768,8197.839478
208.3558456,-29031.63146,4836.327834,8197.016377
208.3895875,-29039.47804,4833.983621,8196.192803
208.4233293,-29047.32294,4831.63913,8195.368757
208.4570711,-29055.16617,4829.294361,8194.544238
208.490813,-29063.00773,4826.949313,8193.719248
208.5245548,-29070.84763,4824.603987,8192.893785
208.5582967,-29078.68585,4822.258383,8192.067851
208.5920385,-29086.52241,4819.912501,8191.241446
208.6257803,-29094.35729,4817.566342,8190.41457
208.6595222,-29102.19051,4815.219904,8189.587223
208.693264,-29110.02207,4812.87319,8188.759405
208.7270058,-29117.85196,4810.526198,8187.931117
208.7607477,-29125.68018,4808.178928,8187.102359
208.7944895,-29133.50674,4805.831382,8186.27313
208.8282314,-29141.33164,4803.483559,8185.443432
208.8619732,-29149.15487,4801.135459,8184.613264
208.895715,-29156.97644,4798.787082,8183.782627
208.9294569,-29164.79635,4796.438428,8182.951521
208.9631987,-29172.6146,4794.089499,8182.119946
208.9969405,-29180.43119,4791.740293,8181.287902
209.0306824,-29188.24612,4789.390811,8180.45539
209.0644242,-29196.05939,4787.041052,8179.622409
209.098166,-29203.871,4784.691019,8178.788961
209.1319079,-29211.68095,4782.340709,8177.955045
209.1656497,-29219.48925,4779.990124,8177.120662
209.1993916,-29227.29589,4777.639264,8176.285811
209.2331334,-29235.10087,4775.288128,8175.450494
209.2668752,-29242.9042,4772.936718,8174.614709
209.3006171,-29250.70587,4770.585032,8173.778458
209.3343589,-29258.50589,4768.233072,8172.941741
209.3681007,-29266.30426,4765.880837,8172.104558
209.4018426,-29274.10098,4763.528328,8171.26691
209.4355844,-29281.89604,4761.175545,8170.428796
209.4693263,-29289.68946,4758.822488,8169.590216
209.5030681,-29297.48122,4756.469157,8168.751172
209.5368099,-29305.27133,4754.115552,8167.911663
209.5705518,-29313.0598,4751.761673,8167.071689
209.6042936,-29320.84662,4749.407522,8166.231252
209.6380354,-29328.63179,4747.053097,8165.39035
209.6717773,-29336.41531,4744.698399,8164.548985
209.7055191,-29344.19719,4742.343428,8163.707156
209.739261,-29351.97742,4739.988185,8162.864865
209.7730028,-29359.75601,4737.63267,8162.02211
209.8067446,-29367.53295,4735.276882,8161.178893
209.8404865,-29375.30825,4732.920822,8160.335214
209.8742283,-29383.08191,4730.56449,8159.491073
209.9079701,-29390.85393,4728.207887,8158.64647
209.941712,-29398.6243,4725.851012,8157.801406
209.9754538,-29406.39304,4723.493866,8156.95588
210.0091957,-29414.16013,4721.136449,8156.109894
210.0429375,-29421.92559,4718.778762,8155.263447
210.0766793,-29429.68941,4716.420803,8154.41654
210.1104212,-29437.45159,4714.062575,8153.569173
210.144163,-29445.21214,4711.704076,8152.721347
210.1779048,-29452.97105,4709.345307,8151.873061
210.2116467,-29460.72832,4706.986269,8151.024316
210.2453885,-29468.48396,4704.626961,8150.175112
210.2791304,-29476.23797,4702.267384,8149.32545
210.3128722,-29483.99035,4699.907537,8148.47533
210.346614,-29491.74109,4697.547422,8147.624752
210.3803559,-29499.4902,4695.187039,8146.773717
210.4140977,-29507.23768,4692.826387,8145.922225
210.4478395,-29514.98353,4690.465467,8145.070275
210.4815814,-29522.72775,4688.104279,8144.217869
210.5153232,-29530.47034,4685.742824,8143.365007
210.5490651,-29538.21131,4683.381101,8142.51169
210.5828069,-29545.95065,4681.019111,8141.657916
210.6165487,-29553.68836,4678.656854,8140.803688
210.6502906,-29561.42445,4676.294331,8139.949004
210.6840324,-29569.15891,4673.931542,8139.093866
210.7177742,-29576.89175,4671.568486,8138.238274
210.7515161,-29584.62297,4669.205165,8137.382228
210.7852579,-29592.35256,4666.841578,8136.525729
210.8189998,-29600.08053,4664.477726,8135.668776
210.8527416,-29607.80688,4662.113608,8134.81137
210.8864834,-29615.53162,4659.749227,8133.953513
210.9202253,-29623.25473,4657.38458,8133.095203
210.9539671,-29630.97622,4655.01967,8132.236441
210.9877089,-29638.6961,4652.654496,8131.377228
211.0214508,-29646.41436,4650.289058,8130.517564
211.0551926,-29654.131,4647.923357,8129.657449
211.0889345,-29661.84603,4645.557393,8128.796884
211.1226763,-29669.55945,4643.191166,8127.935869
211.1564181,-29677.27125,4640.824677,8127.074404
211.19016,-29684.98144,4638.457925,8126.21249
211.2239018,-29692.69001,4636.090912,8125.350128
211.2576436,-29700.39698,4633.723638,8124.487317
211.2913855,-29708.10233,4631.356102,8123.624057
211.3251273,-29715.80608,4628.988305,8122.760351
211.3588692,-29723.50821,4626.620248,8121.896196
211.392611,-29731.20874,4624.251931,8121.031595
211.4263528,-29738.90766,4621.883353,8120.166548
211.4600947,-29746.60497,4619.514516,8119.301054
211.4938365,-29754.30068,4617.14542,8118.435114
211.5275783,-29761.99478,4614.776065,8117.568729
211.5613202,-29769.68728,4612.406451,8116.701899
211.595062,-29777.37818,4610.036579,8115.834624
211.6288039,-29785.06747,4607.666449,8114.966906
211.6625457,-29792.75516,4605.296061,8114.098743
211.6962875,-29800.44125,4602.925416,8113.230137
211.7300294,-29808.12574,4600.554515,8112.361088
211.7637712,-29815.80863,4598.183356,8111.491596
211.797513,-29823.48992,4595.811941,8110.621662
211.8312549,-29831.16961,4593.440271,8109.751287
211.8649967,-29838.84771,4591.068344,8108.88047
211.8987385,-29846.52421,4588.696163,8108.009212
211.9324804,-29854.19911,4586.323726,8107.137513
211.9662222,-29861.87242,4583.951036,8106.265374
211.9999641,-29869.54414,4581.578091,8105.392796
212.0337059,-29877.21426,4579.204892,8104.519778
212.0674477,-29884.88279,4576.83144,8103.646321
212.1011896,-29892.54973,4574.457734,8102.772426
212.1349314,-29900.21507,4572.083776,8101.898093
212.1686732,-29907.87883,4569.709566,8101.023322
212.2024151,-29915.541,4567.335104,8100.148114
212.2361569,-29923.20158,4564.96039,8099.272469
212.2698988,-29930.86058,4562.585425,8098.396387
212.3036406,-29938.51798,4560.210209,8097.51987
212.3373824,-29946.1738,4557.834743,8096.642917
212.3711243,-29953.82804,4555.459027,8095.765529
212.4048661,-29961.48069,4553.083061,8094.887706
212.4386079,-29969.13175,4550.706845,8094.00945
212.4723498,-29976.78124,4548.330381,8093.130759
212.5060916,-29984.42914,4545.953668,8092.251635
212.5398335,-29992.07546,4543.576708,8091.372078
212.5735753,-29999.7202,4541.199499,8090.492088
212.6073171,-30007.36336,4538.822043,8089.611667
212.641059,-30015.00494,4536.44434,8088.730814
212.6748008,-30022.64495,4534.06639,8087.849529
212.7085426,-30030.28337,4531.688195,8086.967814
212.7422845,-30037.92022,4529.309753,8086.085669
212.7760263,-30045.5555,4526.931066,8085.203094
212.8097682,-30053.1892,4524.552134,8084.320089
212.84351,-30060.82132,4522.172958,8083.436655
212.8772518,-30068.45187,4519.793538,8082.552793
212.9109937,-30076.08085,4517.413873,8081.668503
212.9447355,-30083.70826,4515.033965,8080.783785
212.9784773,-30091.33409,4512.653815,8079.89864
213.0122192,-30098.95836,4510.273422,8079.013068
213.045961,-30106.58105,4507.892786,8078.127069
213.0797029,-30114.20218,4505.511909,8077.240645
213.1134447,-30121.82174,4503.130791,8076.353796
213.1471865,-30129.43973,4500.749432,8075.466521
213.1809284,-30137.05615,4498.367832,8074.578822
213.2146702,-30144.67101,4495.985992,8073.690699
213.248412,-30152.28431,4493.603913,8072.802152
213.2821539,-30159.89603,4491.221594,8071.913182
213.3158957,-30167.5062,4488.839037,8071.023789
213.3496376,-30175.1148,4486.456241,8070.133974
213.3833794,-30182.72184,4484.073207,8069.243737
213.4171212,-30190.32732,4481.689935,8068.353078
213.4508631,-30197.93124,4479.306427,8067.461999
213.4846049,-30205.5336,4476.922682,8066.570499
213.5183467,-30213.1344,4474.5387,8065.678579
213.5520886,-30220.73364,4472.154482,8064.786239
213.5858304,-30228.33132,4469.770029,8063.89348
213.6195723,-30235.92745,4467.385341,8063.000303
213.6533141,-30243.52202,4465.000419,8062.106707
213.6870559,-30251.11504,4462.615262,8061.212693
213.7207978,-30258.7065,4460.229871,8060.318262
