PRECISE MISSION TIME (min),Ppx,Ppy,Ppz
4.993791928,3501.218226,4457.837266,3191.205746
5.027533765,3491.860908,4461.960038,3195.860844
5.061275602,3482.422752,4466.097744,3200.542794
5.09501744,3472.90435,4470.249992,3205.251159
5.128759277,3463.306294,4474.41639,3209.985506
5.162501114,3453.629176,4478.596547,3214.745401
5.196242952,3443.873588,4482.790073,3219.530412
5.229984789,3434.04012,4486.996577,3224.340105
5.263726626,3424.129362,4491.215673,3229.17405
5.297468464,3414.141904,4495.446972,3234.031816
5.331210301,3404.078334,4499.690086,3238.912973
5.364952138,3393.939241,4503.944631,3243.817093
5.398693976,3383.725211,4508.210221,3248.743747
5.432435813,3373.436832,4512.486472,3253.692509
5.46617765,3363.074688,4516.773001,3258.662953
5.499919488,3352.639365,4521.069427,3263.654654
5.533661325,3342.131447,4525.375366,3268.667188
5.567403163,3331.551515,4529.690441,3273.700132
5.601145,3320.900153,4534.014272,3278.753064
5.634886837,3310.17794,4538.346482,3283.825563
5.668628675,3299.385458,4542.686693,3288.917211
5.702370512,3288.523283,4547.034531,3294.027589
5.736112349,3277.591994,4551.38962,3299.156279
5.769854187,3266.592167,4555.751589,3304.302867
5.803596024,3255.524377,4560.120065,3309.466936
5.837337861,3244.389197,4564.494678,3314.648074
5.871079699,3233.187201,4568.875058,3319.84587
5.904821536,3221.918959,4573.260838,3325.059911
5.938563373,3210.585042,4577.651652,3330.28979
5.972305211,3199.186016,4582.047133,3335.535097
6.006047048,3187.72245,4586.446918,3340.795427
6.039788885,3176.194909,4590.850645,3346.070375
6.073530723,3164.603956,4595.257953,3351.359536
6.10727256,3152.950155,4599.668482,3356.662509
6.141014397,3141.234066,4604.081874,3361.978894
6.174756235,3129.456247,4608.497773,3367.308291
6.208498072,3117.617257,4612.915823,3372.650303
6.242239909,3105.717652,4617.335671,3378.004533
