MISSION ELAPSED TIME (min),Rx(km)[J2000-EARTH],Ry(km)[J2000-EARTH],Rz(km)[J2000-EARTH]
427.0113313,-59356.16675,-10855.12204,-547.8495379
427.044749,-59358.78765,-10857.33834,-549.3267712
427.0781667,-59361.40812,-10859.55455,-550.8040004
427.1115843,-59364.02815,-10861.77068,-552.2812254
427.145002,-59366.64775,-10863.98674,-553.7584463
427.1784197,-59369.26692,-10866.20271,-555.2356631
427.2118374,-59371.88565,-10868.41861,-556.7128756
427.2452551,-59374.50396,-10870.63442,-558.190084
427.2786728,-59377.12183,-10872.85016,-559.6672882
427.3120905,-59379.73926,-10875.06582,-561.1444882
427.3455082,-59382.35627,-10877.28139,-562.6216839
427.3789259,-59384.97284,-10879.49689,-564.0988754
427.4123436,-59387.58898,-10881.71231,-565.5760627
427.4457613,-59390.20469,-10883.92765,-567.0532457
427.479179,-59392.81996,-10886.14291,-568.5304245
427.5125967,-59395.4348,-10888.35809,-570.0075989
427.5460144,-59398.04921,-10890.57319,-571.4847691
427.5794321,-59400.66319,-10892.78821,-572.961935
427.6128498,-59403.27673,-10895.00315,-574.4390965
427.6462675,-59405.88984,-10897.21801,-575.9162538
427.6796852,-59408.50252,-10899.43279,-577.3934066
427.7131029,-59411.11477,-10901.64749,-578.8705552
427.7465206,-59413.72658,-10903.86211,-580.3476993
427.7799383,-59416.33796,-10906.07666,-581.8248391
427.813356,-59418.94892,-10908.29112,-583.3019745
427.8467737,-59421.55943,-10910.5055,-584.7791056
427.8801914,-59424.16952,-10912.71981,-586.2562322
427.9136091,-59426.77917,-10914.93403,-587.7333543
427.9470268,-59429.3884,-10917.14817,-589.2104721
427.9804445,-59431.99719,-10919.36224,-590.6875854
428.0138622,-59434.60554,-10921.57622,-592.1646942
428.0472799,-59437.21347,-10923.79013,-593.6417986
428.0806976,-59439.82097,-10926.00395,-595.1188985
428.1141153,-59442.42803,-10928.2177,-596.5959939
428.147533,-59445.03466,-10930.43136,-598.0730848
428.1809506,-59447.64086,-10932.64495,-599.5501712
428.2143683,-59450.24663,-10934.85846,-601.027253
428.247786,-59452.85196,-10937.07188,-602.5043304
428.2812037,-59455.45687,-10939.28523,-603.9814031
428.3146214,-59458.06134,-10941.4985,-605.4584714
428.3480391,-59460.66538,-10943.71168,-606.935535
428.3814568,-59463.26899,-10945.92479,-608.4125941
428.4148745,-59465.87217,-10948.13782,-609.8896485
428.4482922,-59468.47492,-10950.35077,-611.3666984
428.4817099,-59471.07723,-10952.56364,-612.8437437
428.5151276,-59473.67912,-10954.77642,-614.3207843
428.5485453,-59476.28057,-10956.98913,-615.7978203
428.581963,-59478.88159,-10959.20176,-617.2748516
428.6153807,-59481.48218,-10961.41431,-618.7518783
428.6487984,-59484.08234,-10963.62678,-620.2289003
428.6822161,-59486.68207,-10965.83917,-621.7059176
428.7156338,-59489.28137,-10968.05148,-623.1829303
428.7490515,-59491.88023,-10970.26371,-624.6599382
428.7824692,-59494.47867,-10972.47586,-626.1369414
428.8158869,-59497.07667,-10974.68793,-627.6139399
428.8493046,-59499.67425,-10976.89992,-629.0909336
428.8827223,-59502.27139,-10979.11183,-630.5679226
428.91614,-59504.8681,-10981.32366,-632.0449069
428.9495577,-59507.46438,-10983.53541,-633.5218863
428.9829754,-59510.06023,-10985.74708,-634.998861
429.0163931,-59512.65565,-10987.95867,-636.4758309
429.0498108,-59515.25064,-10990.17018,-637.952796
429.0832285,-59517.8452,-10992.38161,-639.4297563
429.1166462,-59520.43933,-10994.59296,-640.9067118
429.1500639,-59523.03303,-10996.80423,-642.3836624
429.1834816,-59525.62629,-10999.01542,-643.8606082
429.2168993,-59528.21913,-11001.22653,-645.3375491
429.250317,-59530.81154,-11003.43756,-646.8144852
429.2837346,-59533.40351,-11005.64851,-648.2914163
429.3171523,-59535.99506,-11007.85939,-649.7683426
429.35057,-59538.58617,-11010.07018,-651.245264
429.3839877,-59541.17686,-11012.28089,-652.7221805
429.4174054,-59543.76711,-11014.49152,-654.1990921
429.4508231,-59546.35694,-11016.70207,-655.6759987
429.4842408,-59548.94633,-11018.91254,-657.1529004
429.5176585,-59551.5353,-11021.12293,-658.6297971
429.5510762,-59554.12383,-11023.33324,-660.1066889
429.5844939,-59556.71194,-11025.54348,-661.5835757
429.6179116,-59559.29961,-11027.75363,-663.0604575
429.6513293,-59561.88686,-11029.9637,-664.5373344
429.684747,-59564.47367,-11032.17369,-666.0142062
429.7181647,-59567.06006,-11034.3836,-667.491073
429.7515824,-59569.64601,-11036.59343,-668.9679348
429.7850001,-59572.23154,-11038.80318,-670.4447916
429.8184178,-59574.81664,-11041.01285,-671.9216433
429.8518355,-59577.4013,-11043.22244,-673.39849
429.8852532,-59579.98554,-11045.43196,-674.8753316
429.9186709,-59582.56935,-11047.64139,-676.3521681
429.9520886,-59585.15273,-11049.85074,-677.8289995
429.9855063,-59587.73567,-11052.06001,-679.3058259
430.018924,-59590.31819,-11054.2692,-680.7826471
430.0523417,-59592.90028,-11056.47831,-682.2594632
430.0857594,-59595.48194,-11058.68734,-683.7362742
430.1191771,-59598.06318,-11060.89629,-685.2130801
430.1525948,-59600.64398,-11063.10516,-686.6898808
430.1860125,-59603.22435,-11065.31395,-688.1666764
430.2194302,-59605.80429,-11067.52266,-689.6434668
430.2528479,-59608.38381,-11069.73129,-691.120252
430.2862656,-59610.96289,-11071.93985,-692.5970321
430.3196833,-59613.54155,-11074.14832,-694.0738069
430.3531009,-59616.11978,-11076.35671,-695.5505766
430.3865186,-59618.69758,-11078.56502,-697.027341
430.4199363,-59621.27495,-11080.77325,-698.5041002
430.453354,-59623.85189,-11082.9814,-699.9808542
430.4867717,-59626.4284,-11085.18947,-701.4576029
430.5201894,-59629.00448,-11087.39746,-702.9343464
430.5536071,-59631.58014,-11089.60536,-704.4110846
430.5870248,-59634.15536,-11091.81319,-705.8878176
430.6204425,-59636.73016,-11094.02094,-707.3645452
430.6538602,-59639.30453,-11096.22861,-708.8412676
430.6872779,-59641.87847,-11098.4362,-710.3179847
430.7206956,-59644.45198,-11100.64371,-711.7946964
430.7541133,-59647.02507,-11102.85114,-713.2714029
430.787531,-59649.59772,-11105.05849,-714.748104
430.8209487,-59652.16995,-11107.26576,-716.2247998
430.8543664,-59654.74175,-11109.47294,-717.7014902
430.8877841,-59657.31312,-11111.68005,-719.1781753
430.9212018,-59659.88406,-11113.88708,-720.654855
430.9546195,-59662.45457,-11116.09403,-722.1315293
430.9880372,-59665.02466,-11118.3009,-723.6081982
431.0214549,-59667.59431,-11120.50768,-725.0848618
431.0548726,-59670.16354,-11122.71439,-726.5615199
431.0882903,-59672.73234,-11124.92102,-728.0381726
431.121708,-59675.30072,-11127.12757,-729.5148199
431.1551257,-59677.86866,-11129.33403,-730.9914618
431.1885434,-59680.43618,-11131.54042,-732.4680982
431.2219611,-59683.00327,-11133.74673,-733.9447292
431.2553788,-59685.56993,-11135.95295,-735.4213547
431.2887965,-59688.13617,-11138.1591,-736.8979748
431.3222142,-59690.70197,-11140.36517,-738.3745894
431.3556319,-59693.26735,-11142.57115,-739.8511985
431.3890496,-59695.8323,-11144.77706,-741.327802
431.4224673,-59698.39683,-11146.98288,-742.8044001
431.4558849,-59700.96092,-11149.18863,-744.2809927
431.4893026,-59703.52459,-11151.39429,-745.7575797
431.5227203,-59706.08783,-11153.59988,-747.2341613
431.556138,-59708.65065,-11155.80538,-748.7107372
431.5895557,-59711.21304,-11158.01081,-750.1873077
431.6229734,-59713.77499,-11160.21615,-751.6638725
431.6563911,-59716.33653,-11162.42142,-753.1404318
431.6898088,-59718.89763,-11164.6266,-754.6169855
431.7232265,-59721.45831,-11166.8317,-756.0935337
431.7566442,-59724.01856,-11169.03673,-757.5700762
431.7900619,-59726.57838,-11171.24167,-759.0466131
431.8234796,-59729.13778,-11173.44653,-760.5231445
431.8568973,-59731.69675,-11175.65132,-761.9996702
431.890315,-59734.25529,-11177.85602,-763.4761902
431.9237327,-59736.81341,-11180.06064,-764.9527047
431.9571504,-59739.3711,-11182.26519,-766.4292135
431.9905681,-59741.92836,-11184.46965,-767.9057166
432.0239858,-59744.4852,-11186.67403,-769.382214
432.0574035,-59747.04161,-11188.87833,-770.8587058
432.0908212,-59749.59759,-11191.08255,-772.335192
432.1242389,-59752.15314,-11193.28669,-773.8116724
432.1576566,-59754.70827,-11195.49075,-775.2881471
432.1910743,-59757.26298,-11197.69474,-776.7646161
432.224492,-59759.81725,-11199.89864,-778.2410794
432.2579097,-59762.3711,-11202.10246,-779.717537
432.2913274,-59764.92452,-11204.3062,-781.1939888
432.3247451,-59767.47752,-11206.50986,-782.6704349
432.3581628,-59770.03009,-11208.71344,-784.1468753
432.3915805,-59772.58224,-11210.91694,-785.6233098
432.4249982,-59775.13396,-11213.12035,-787.0997387
432.4584159,-59777.68525,-11215.32369,-788.5761617
432.4918336,-59780.23611,-11217.52695,-790.052579
432.5252512,-59782.78655,-11219.73013,-791.5289904
432.5586689,-59785.33657,-11221.93323,-793.0053961
432.5920866,-59787.88616,-11224.13625,-794.481796
432.6255043,-59790.43532,-11226.33919,-795.95819
432.658922,-59792.98405,-11228.54204,-797.4345782
432.6923397,-59795.53237,-11230.74482,-798.9109606
432.7257574,-59798.08025,-11232.94752,-800.3873372
432.7591751,-59800.62771,-11235.15013,-801.8637078
432.7925928,-59803.17474,-11237.35267,-803.3400727
432.8260105,-59805.72135,-11239.55513,-804.8164316
432.8594282,-59808.26753,-11241.7575,-806.2927847
432.8928459,-59810.81329,-11243.9598,-807.7691319
432.9262636,-59813.35862,-11246.16201,-809.2454732
432.9596813,-59815.90353,-11248.36415,-810.7218086
432.993099,-59818.44801,-11250.5662,-812.1981381
433.0265167,-59820.99206,-11252.76818,-813.6744617
433.0599344,-59823.53569,-11254.97007,-815.1507794
433.0933521,-59826.0789,-11257.17189,-816.6270911
433.1267698,-59828.62167,-11259.37362,-818.1033969
433.1601875,-59831.16403,-11261.57528,-819.5796967
433.1936052,-59833.70596,-11263.77685,-821.0559906
433.2270229,-59836.24746,-11265.97834,-822.5322785
433.2604406,-59838.78854,-11268.17976,-824.0085605
433.2938583,-59841.32919,-11270.38109,-825.4848364
433.327276,-59843.86942,-11272.58234,-826.9611064
433.3606937,-59846.40923,-11274.78352,-828.4373704
433.3941114,-59848.94861,-11276.98461,-829.9136284
433.4275291,-59851.48756,-11279.18562,-831.3898803
433.4609468,-59854.02609,-11281.38655,-832.8661263
433.4943645,-59856.56419,-11283.5874,-834.3423662
433.5277822,-59859.10187,-11285.78817,-835.8186
433.5611999,-59861.63913,-11287.98886,-837.2948279
433.5946176,-59864.17596,-11290.18948,-838.7710496
433.6280352,-59866.71237,-11292.39001,-840.2472653
433.6614529,-59869.24835,-11294.59046,-841.723475
433.6948706,-59871.78391,-11296.79083,-843.1996786
433.7282883,-59874.31904,-11298.99112,-844.675876
433.761706,-59876.85375,-11301.19133,-846.1520674
433.7951237,-59879.38803,-11303.39145,-847.6282527
433.8285414,-59881.9219,-11305.5915,-849.1044319
433.8619591,-59884.45533,-11307.79147,-850.580605
433.8953768,-59886.98834,-11309.99136,-852.0567719
433.9287945,-59889.52093,-11312.19117,-853.5329327
433.9622122,-59892.0531,-11314.3909,-855.0090874
433.9956299,-59894.58484,-11316.59054,-856.4852359
434.0290476,-59897.11615,-11318.79011,-857.9613783
434.0624653,-59899.64704,-11320.9896,-859.4375145
434.095883,-59902.17751,-11323.18901,-860.9136445
434.1293007,-59904.70756,-11325.38833,-862.3897684
434.1627184,-59907.23718,-11327.58758,-863.865886
434.1961361,-59909.76637,-11329.78675,-865.3419975
434.2295538,-59912.29515,-11331.98583,-866.8181028
434.2629715,-59914.8235,-11334.18484,-868.2942018
434.2963892,-59917.35142,-11336.38376,-869.7702947
434.3298069,-59919.87893,-11338.58261,-871.2463813
434.3632246,-59922.40601,-11340.78137,-872.7224617
434.3966423,-59924.93266,-11342.98006,-874.1985358
434.43006,-59927.45889,-11345.17866,-875.6746037
434.4634777,-59929.9847,-11347.37719,-877.1506654
434.4968954,-59932.51009,-11349.57563,-878.6267208
434.5303131,-59935.03505,-11351.77399,-880.1027699
434.5637308,-59937.55959,-11353.97228,-881.5788127
434.5971485,-59940.08371,-11356.17048,-883.0548492
434.6305662,-59942.6074,-11358.3686,-884.5308795
434.6639839,-59945.13067,-11360.56665,-886.0069034
434.6974015,-59947.65352,-11362.76461,-887.4829211
434.7308192,-59950.17594,-11364.96249,-888.9589324
434.7642369,-59952.69794,-11367.16029,-890.4349374
434.7976546,-59955.21952,-11369.35802,-891.9109361
434.8310723,-59957.74068,-11371.55566,-893.3869284
434.86449,-59960.26141,-11373.75322,-894.8629144
434.8979077,-59962.78172,-11375.9507,-896.338894
434.9313254,-59965.30161,-11378.1481,-897.8148672
434.9647431,-59967.82107,-11380.34542,-899.2908341
434.9981608,-59970.34011,-11382.54266,-900.7667946
435.0315785,-59972.85873,-11384.73982,-902.2427488
435.0649962,-59975.37693,-11386.9369,-903.7186965
435.0984139,-59977.8947,-11389.1339,-905.1946378
435.1318316,-59980.41206,-11391.33082,-906.6705727
435.1652493,-59982.92899,-11393.52766,-908.1465012
435.198667,-59985.44549,-11395.72442,-909.6224233
435.2320847,-59987.96158,-11397.9211,-911.098339
435.2655024,-59990.47724,-11400.1177,-912.5742482
435.2989201,-59992.99248,-11402.31422,-914.0501509
435.3323378,-59995.5073,-11404.51065,-915.5260472
435.3657555,-59998.0217,-11406.70701,-917.0019371
435.3991732,-60000.53567,-11408.90329,-918.4778205
435.4325909,-60003.04923,-11411.09949,-919.9536974
435.4660086,-60005.56236,-11413.2956,-921.4295678
435.4994263,-60008.07507,-11415.49164,-922.9054317
435.532844,-60010.58735,-11417.6876,-924.3812891
435.5662617,-60013.09922,-11419.88347,-925.85714
435.5996794,-60015.61066,-11422.07927,-927.3329844
435.6330971,-60018.12168,-11424.27499,-928.8088223
435.6665148,-60020.63229,-11426.47062,-930.2846536
435.6999325,-60023.14246,-11428.66618,-931.7604784
435.7333502,-60025.65222,-11430.86165,-933.2362967
435.7667679,-60028.16156,-11433.05705,-934.7121084
435.8001855,-60030.67047,-11435.25236,-936.1879136
435.8336032,-60033.17896,-11437.4476,-937.6637121
435.8670209,-60035.68704,-11439.64275,-939.1395041
435.9004386,-60038.19469,-11441.83783,-940.6152896
435.9338563,-60040.70191,-11444.03282,-942.0910684
435.967274,-60043.20872,-11446.22773,-943.5668406
436.0006917,-60045.71511,-11448.42257,-945.0426062
436.0341094,-60048.22107,-11450.61732,-946.5183652
436.0675271,-60050.72662,-11452.81199,-947.9941176
436.1009448,-60053.23174,-11455.00659,-949.4698634
436.1343625,-60055.73644,-11457.2011,-950.9456025
436.1677802,-60058.24073,-11459.39553,-952.421335
436.2011979,-60060.74459,-11461.58988,-953.8970608
436.2346156,-60063.24803,-11463.78415,-955.3727799
436.2680333,-60065.75104,-11465.97835,-956.8484924
436.301451,-60068.25364,-11468.17246,-958.3241983
436.3348687,-60070.75582,-11470.36649,-959.7998974
436.3682864,-60073.25758,-11472.56044,-961.2755898
436.4017041,-60075.75891,-11474.75431,-962.7512756
436.4351218,-60078.25983,-11476.9481,-964.2269546
436.4685395,-60080.76032,-11479.14181,-965.7026269
436.5019572,-60083.2604,-11481.33544,-967.1782925
436.5353749,-60085.76005,-11483.52899,-968.6539514
436.5687926,-60088.25929,-11485.72246,-970.1296035
436.6022103,-60090.7581,-11487.91585,-971.6052489
436.635628,-60093.25649,-11490.10916,-973.0808876
436.6690457,-60095.75447,-11492.30239,-974.5565195
436.7024634,-60098.25202,-11494.49553,-976.0321446
436.7358811,-60100.74915,-11496.6886,-977.5077629
436.7692988,-60103.24586,-11498.88159,-978.9833745
436.8027165,-60105.74216,-11501.0745,-980.4589792
436.8361342,-60108.23803,-11503.26733,-981.9345772
436.8695518,-60110.73348,-11505.46007,-983.4101683
436.9029695,-60113.22851,-11507.65274,-984.8857527
436.9363872,-60115.72313,-11509.84533,-986.3613302
436.9698049,-60118.21732,-11512.03783,-987.8369009
437.0032226,-60120.71109,-11514.23026,-989.3124647
437.0366403,-60123.20444,-11516.42261,-990.7880217
437.070058,-60125.69738,-11518.61487,-992.2635719
437.1034757,-60128.18989,-11520.80706,-993.7391152
437.1368934,-60130.68199,-11522.99916,-995.2146516
437.1703111,-60133.17366,-11525.19119,-996.6901812
437.2037288,-60135.66492,-11527.38313,-998.1657038
437.2371465,-60138.15575,-11529.575,-999.6412196
437.2705642,-60140.64617,-11531.76678,-1001.116728
437.3039819,-60143.13617,-11533.95849,-1002.59223
437.3373996,-60145.62574,-11536.15011,-1004.067725
437.3708173,-60148.1149,-11538.34165,-1005.543214
437.404235,-60150.60364,-11540.53312,-1007.018695
437.4376527,-60153.09196,-11542.7245,-1008.494169
437.4710704,-60155.57986,-11544.9158,-1009.969636
437.5044881,-60158.06734,-11547.10703,-1011.445097
437.5379058,-60160.55441,-11549.29817,-1012.92055
437.5713235,-60163.04105,-11551.48923,-1014.395996
437.6047412,-60165.52728,-11553.68021,-1015.871436
437.6381589,-60168.01308,-11555.87112,-1017.346868
437.6715766,-60170.49847,-11558.06194,-1018.822294
437.7049943,-60172.98344,-11560.25268,-1020.297712
437.738412,-60175.46799,-11562.44334,-1021.773124
437.7718297,-60177.95212,-11564.63392,-1023.248528
437.8052474,-60180.43583,-11566.82442,-1024.723925
437.8386651,-60182.91912,-11569.01484,-1026.199316
437.8720828,-60185.402,-11571.20518,-1027.674699
437.9055005,-60187.88445,-11573.39544,-1029.150075
437.9389182,-60190.36649,-11575.58562,-1030.625445
437.9723358,-60192.84811,-11577.77572,-1032.100807
438.0057535,-60195.32931,-11579.96574,-1033.576162
438.0391712,-60197.81009,-11582.15568,-1035.05151
438.0725889,-60200.29046,-11584.34553,-1036.526851
438.1060066,-60202.7704,-11586.53531,-1038.002184
438.1394243,-60205.24993,-11588.72501,-1039.477511
438.172842,-60207.72904,-11590.91463,-1040.952831
438.2062597,-60210.20773,-11593.10417,-1042.428143
438.2396774,-60212.68601,-11595.29362,-1043.903448
438.2730951,-60215.16386,-11597.483,-1045.378747
438.3065128,-60217.6413,-11599.6723,-1046.854038
438.3399305,-60220.11832,-11601.86151,-1048.329321
438.3733482,-60222.59492,-11604.05065,-1049.804598
438.4067659,-60225.0711,-11606.2397,-1051.279868
438.4401836,-60227.54687,-11608.42868,-1052.75513
438.4736013,-60230.02222,-11610.61757,-1054.230385
438.507019,-60232.49715,-11612.80639,-1055.705633
438.5404367,-60234.97166,-11614.99512,-1057.180874
438.5738544,-60237.44575,-11617.18378,-1058.656107
438.6072721,-60239.91943,-11619.37235,-1060.131334
438.6406898,-60242.39269,-11621.56084,-1061.606553
438.6741075,-60244.86553,-11623.74926,-1063.081764
438.7075252,-60247.33796,-11625.93759,-1064.556969
438.7409429,-60249.80996,-11628.12584,-1066.032166
438.7743606,-60252.28155,-11630.31401,-1067.507356
438.8077783,-60254.75273,-11632.50211,-1068.982539
438.841196,-60257.22348,-11634.69012,-1070.457715
438.8746137,-60259.69382,-11636.87805,-1071.932883
438.9080314,-60262.16374,-11639.0659,-1073.408044
438.9414491,-60264.63324,-11641.25367,-1074.883197
438.9748668,-60267.10233,-11643.44136,-1076.358344
439.0082845,-60269.571,-11645.62897,-1077.833483
439.0417021,-60272.03925,-11647.8165,-1079.308614
439.0751198,-60274.50709,-11650.00395,-1080.783739
439.1085375,-60276.9745,-11652.19132,-1082.258855
439.1419552,-60279.4415,-11654.37861,-1083.733965
439.1753729,-60281.90809,-11656.56582,-1085.209067
439.2087906,-60284.37426,-11658.75294,-1086.684162
439.2422083,-60286.84001,-11660.93999,-1088.15925
439.275626,-60289.30534,-11663.12696,-1089.63433
439.3090437,-60291.77026,-11665.31385,-1091.109402
439.3424614,-60294.23476,-11667.50065,-1092.584467
439.3758791,-60296.69884,-11669.68738,-1094.059525
439.4092968,-60299.16251,-11671.87403,-1095.534576
439.4427145,-60301.62576,-11674.06059,-1097.009619
439.4761322,-60304.0886,-11676.24708,-1098.484654
439.5095499,-60306.55101,-11678.43348,-1099.959682
439.5429676,-60309.01302,-11680.61981,-1101.434703
439.5763853,-60311.4746,-11682.80605,-1102.909716
439.609803,-60313.93577,-11684.99221,-1104.384722
439.6432207,-60316.39652,-11687.1783,-1105.85972
439.6766384,-60318.85686,-11689.3643,-1107.334711
439.7100561,-60321.31678,-11691.55022,-1108.809694
439.7434738,-60323.77628,-11693.73606,-1110.284669
439.7768915,-60326.23537,-11695.92183,-1111.759637
439.8103092,-60328.69404,-11698.10751,-1113.234598
439.8437269,-60331.1523,-11700.29311,-1114.709551
439.8771446,-60333.61014,-11702.47863,-1116.184497
439.9105623,-60336.06756,-11704.66407,-1117.659435
439.94398,-60338.52457,-11706.84943,-1119.134365
439.9773977,-60340.98117,-11709.03471,-1120.609288
440.0108154,-60343.43734,-11711.21991,-1122.084203
440.0442331,-60345.8931,-11713.40503,-1123.559111
440.0776508,-60348.34845,-11715.59006,-1125.034011
440.1110685,-60350.80338,-11717.77502,-1126.508903
440.1444861,-60353.25789,-11719.9599,-1127.983788
440.1779038,-60355.71199,-11722.1447,-1129.458665
440.2113215,-60358.16567,-11724.32941,-1130.933535
440.2447392,-60360.61894,-11726.51405,-1132.408396
440.2781569,-60363.07179,-11728.6986,-1133.883251
440.3115746,-60365.52423,-11730.88308,-1135.358097
440.3449923,-60367.97625,-11733.06747,-1136.832936
440.37841,-60370.42785,-11735.25179,-1138.307767
440.4118277,-60372.87904,-11737.43602,-1139.782591
440.4452454,-60375.32982,-11739.62017,-1141.257407
440.4786631,-60377.78018,-11741.80425,-1142.732215
440.5120808,-60380.23012,-11743.98824,-1144.207015
440.5454985,-60382.67965,-11746.17215,-1145.681808
440.5789162,-60385.12877,-11748.35598,-1147.156593
440.6123339,-60387.57747,-11750.53973,-1148.63137
440.6457516,-60390.02575,-11752.7234,-1150.106139
440.6791693,-60392.47362,-11754.90699,-1151.580901
440.712587,-60394.92107,-11757.0905,-1153.055655
440.7460047,-60397.36811,-11759.27393,-1154.530401
440.7794224,-60399.81474,-11761.45728,-1156.005139
440.8128401,-60402.26095,-11763.64055,-1157.479869
440.8462578,-60404.70674,-11765.82373,-1158.954592
440.8796755,-60407.15212,-11768.00684,-1160.429307
440.9130932,-60409.59709,-11770.18987,-1161.904014
440.9465109,-60412.04164,-11772.37281,-1163.378713
440.9799286,-60414.48578,-11774.55568,-1164.853404
441.0133463,-60416.9295,-11776.73846,-1166.328088
441.046764,-60419.3728,-11778.92117,-1167.802763
441.0801817,-60421.8157,-11781.10379,-1169.277431
441.1135994,-60424.25818,-11783.28633,-1170.752091
441.1470171,-60426.70024,-11785.46879,-1172.226743
441.1804348,-60429.14189,-11787.65118,-1173.701387
441.2138524,-60431.58312,-11789.83348,-1175.176023
441.2472701,-60434.02395,-11792.0157,-1176.650651
441.2806878,-60436.46435,-11794.19784,-1178.125271
441.3141055,-60438.90434,-11796.3799,-1179.599884
441.3475232,-60441.34392,-11798.56188,-1181.074488
441.3809409,-60443.78309,-11800.74377,-1182.549084
441.4143586,-60446.22184,-11802.92559,-1184.023673
441.4477763,-60448.66017,-11805.10733,-1185.498253
441.481194,-60451.0981,-11807.28898,-1186.972826
441.5146117,-60453.5356,-11809.47056,-1188.44739
441.5480294,-60455.9727,-11811.65206,-1189.921947
441.5814471,-60458.40938,-11813.83347,-1191.396495
441.6148648,-60460.84564,-11816.0148,-1192.871035
441.6482825,-60463.2815,-11818.19606,-1194.345568
441.6817002,-60465.71694,-11820.37723,-1195.820092
441.7151179,-60468.15196,-11822.55832,-1197.294608
441.7485356,-60470.58657,-11824.73933,-1198.769117
441.7819533,-60473.02077,-11826.92026,-1200.243617
441.815371,-60475.45455,-11829.10111,-1201.718109
441.8487887,-60477.88792,-11831.28188,-1203.192593
441.8822064,-60480.32088,-11833.46257,-1204.667068
441.9156241,-60482.75343,-11835.64318,-1206.141536
441.9490418,-60485.18556,-11837.82371,-1207.615996
441.9824595,-60487.61727,-11840.00415,-1209.090447
442.0158772,-60490.04858,-11842.18452,-1210.56489
442.0492949,-60492.47947,-11844.3648,-1212.039325
442.0827126,-60494.90994,-11846.54501,-1213.513752
442.1161303,-60497.34001,-11848.72513,-1214.988171
442.149548,-60499.76966,-11850.90517,-1216.462582
442.1829657,-60502.19889,-11853.08514,-1217.936984
442.2163834,-60504.62772,-11855.26502,-1219.411378
442.2498011,-60507.05613,-11857.44482,-1220.885764
442.2832188,-60509.48413,-11859.62454,-1222.360142
442.3166364,-60511.91171,-11861.80418,-1223.834512
442.3500541,-60514.33888,-11863.98374,-1225.308873
442.3834718,-60516.76564,-11866.16321,-1226.783226
442.4168895,-60519.19199,-11868.34261,-1228.257571
442.4503072,-60521.61792,-11870.52193,-1229.731908
442.4837249,-60524.04344,-11872.70116,-1231.206236
442.5171426,-60526.46855,-11874.88032,-1232.680556
442.5505603,-60528.89324,-11877.05939,-1234.154867
442.583978,-60531.31752,-11879.23838,-1235.629171
442.6173957,-60533.74139,-11881.4173,-1237.103466
442.6508134,-60536.16485,-11883.59613,-1238.577752
442.6842311,-60538.58789,-11885.77488,-1240.052031
442.7176488,-60541.01052,-11887.95355,-1241.526301
442.7510665,-60543.43274,-11890.13214,-1243.000562
442.7844842,-60545.85455,-11892.31064,-1244.474816
442.8179019,-60548.27594,-11894.48907,-1245.949061
442.8513196,-60550.69693,-11896.66742,-1247.423297
442.8847373,-60553.11749,-11898.84568,-1248.897525
442.918155,-60555.53765,-11901.02387,-1250.371745
442.9515727,-60557.9574,-11903.20197,-1251.845956
442.9849904,-60560.37673,-11905.37999,-1253.320159
443.0184081,-60562.79565,-11907.55794,-1254.794353
443.0518258,-60565.21416,-11909.7358,-1256.268539
443.0852435,-60567.63225,-11911.91358,-1257.742717
443.1186612,-60570.04993,-11914.09128,-1259.216886
443.1520789,-60572.46721,-11916.2689,-1260.691046
443.1854966,-60574.88407,-11918.44643,-1262.165198
443.2189143,-60577.30051,-11920.62389,-1263.639342
443.252332,-60579.71655,-11922.80127,-1265.113477
443.2857497,-60582.13217,-11924.97856,-1266.587603
443.3191674,-60584.54738,-11927.15577,-1268.061721
443.3525851,-60586.96218,-11929.33291,-1269.535831
443.3860027,-60589.37657,-11931.50996,-1271.009932
443.4194204,-60591.79055,-11933.68693,-1272.484024
443.4528381,-60594.20411,-11935.86382,-1273.958108
443.4862558,-60596.61727,-11938.04063,-1275.432183
443.5196735,-60599.03001,-11940.21736,-1276.90625
443.5530912,-60601.44234,-11942.394,-1278.380308
443.5865089,-60603.85425,-11944.57057,-1279.854357
443.6199266,-60606.26576,-11946.74705,-1281.328398
443.6533443,-60608.67686,-11948.92346,-1282.80243
443.686762,-60611.08754,-11951.09978,-1284.276453
443.7201797,-60613.49781,-11953.27602,-1285.750468
443.7535974,-60615.90767,-11955.45218,-1287.224474
443.7870151,-60618.31712,-11957.62826,-1288.698472
443.8204328,-60620.72616,-11959.80426,-1290.172461
443.8538505,-60623.13478,-11961.98018,-1291.646441
443.8872682,-60625.543,-11964.15602,-1293.120412
443.9206859,-60627.9508,-11966.33177,-1294.594375
443.9541036,-60630.3582,-11968.50745,-1296.068329
443.9875213,-60632.76518,-11970.68304,-1297.542274
444.020939,-60635.17175,-11972.85855,-1299.016211
444.0543567,-60637.57791,-11975.03398,-1300.490139
444.0877744,-60639.98366,-11977.20933,-1301.964058
444.1211921,-60642.38899,-11979.3846,-1303.437968
444.1546098,-60644.79392,-11981.55979,-1304.911869
444.1880275,-60647.19844,-11983.7349,-1306.385762
444.2214452,-60649.60254,-11985.90992,-1307.859646
444.2548629,-60652.00624,-11988.08487,-1309.333521
444.2882806,-60654.40952,-11990.25973,-1310.807387
444.3216983,-60656.81239,-11992.43451,-1312.281245
